#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD74	MIF	9606.ENSP00000009530	9606.ENSP00000215754	0	0	0	0	0.079	0.292	0.700	0.998	0.999
CDC123	EIF2S3	9606.ENSP00000281141	9606.ENSP00000253039	0	0	0	0	0.049	0.873	0	0.705	0.961
CDC73	H4C6	9606.ENSP00000356405	9606.ENSP00000244537	0	0	0	0	0.093	0.891	0	0.176	0.911
CDC73	ELL	9606.ENSP00000356405	9606.ENSP00000262809	0	0	0	0	0.049	0	0.900	0.224	0.919
CDC73	POLR2K	9606.ENSP00000356405	9606.ENSP00000342889	0	0	0	0	0.102	0.911	0	0.068	0.919
CDC73	MLLT3	9606.ENSP00000356405	9606.ENSP00000369695	0	0	0	0	0.064	0.334	0.900	0.246	0.946
CDK8	MED4	9606.ENSP00000370938	9606.ENSP00000258648	0	0	0	0	0.061	0.865	0.900	0.461	0.992
CDK8	MED30	9606.ENSP00000370938	9606.ENSP00000297347	0	0	0	0	0.049	0.869	0.900	0.804	0.997
CENPE	DLGAP5	9606.ENSP00000265148	9606.ENSP00000247191	0	0	0	0	0.863	0	0	0.700	0.957
CENPE	TTK	9606.ENSP00000265148	9606.ENSP00000358813	0	0	0	0	0.864	0	0	0.776	0.968
CENPK	H4C6	9606.ENSP00000379911	9606.ENSP00000244537	0	0	0	0	0.054	0.800	0.500	0.099	0.903
COMMD6	COMMD8	9606.ENSP00000348054	9606.ENSP00000370984	0	0	0	0	0.141	0.829	0.400	0.557	0.955
CPSF1	CPSF6	9606.ENSP00000484669	9606.ENSP00000266679	0	0	0	0	0.185	0.325	0.900	0.802	0.987
CPSF1	PPP1CA	9606.ENSP00000484669	9606.ENSP00000326031	0	0	0	0	0.068	0.718	0.650	0.254	0.922
CPSF6	SRSF1	9606.ENSP00000266679	9606.ENSP00000258962	0	0	0	0	0.650	0.210	0.500	0.389	0.904
CSF3	PSMD8	9606.ENSP00000225474	9606.ENSP00000215071	0	0	0	0	0.191	0.834	0	0.349	0.904
CSF3	IL2	9606.ENSP00000225474	9606.ENSP00000226730	0	0	0	0	0.106	0	0	0.960	0.962
CSNK1G3	PRKACB	9606.ENSP00000353904	9606.ENSP00000359719	0	0	0	0.579	0.064	0.071	0.900	0.100	0.911
CWF19L2	RBM22	9606.ENSP00000282251	9606.ENSP00000199814	0	0	0	0	0.049	0.896	0	0.303	0.925
CWF19L2	PRPF19	9606.ENSP00000282251	9606.ENSP00000227524	0	0	0	0	0	0.995	0	0.047	0.995
CWF19L2	SNRPE	9606.ENSP00000282251	9606.ENSP00000400591	0	0	0	0	0	0.937	0	0	0.937
CYP2B6	PPIG	9606.ENSP00000324648	9606.ENSP00000260970	0	0	0	0	0.055	0	0	0.964	0.964
DCAF16	DCAF5	9606.ENSP00000371682	9606.ENSP00000341351	0	0	0	0	0.049	0	0.900	0.390	0.937
DDX60	DHX58	9606.ENSP00000377344	9606.ENSP00000251642	0	0	0	0	0.521	0.094	0	0.792	0.902
DDX60	IFIT3	9606.ENSP00000377344	9606.ENSP00000360876	0	0	0	0	0.784	0	0	0.717	0.936
DDX60	IFIH1	9606.ENSP00000377344	9606.ENSP00000497271	0	0	0	0	0.791	0.094	0	0.939	0.987
DECR1	OSGIN2	9606.ENSP00000220764	9606.ENSP00000396445	0	0	0	0	0.064	0.105	0	0.896	0.905
DHX58	IFIH1	9606.ENSP00000251642	9606.ENSP00000497271	0	0	0.057	0.901	0.552	0.510	0.900	0.975	0.999
DLGAP5	PTTG1	9606.ENSP00000247191	9606.ENSP00000377536	0	0	0	0	0.840	0	0	0.484	0.913
DLGAP5	TTK	9606.ENSP00000247191	9606.ENSP00000358813	0	0	0	0	0.947	0	0	0.582	0.977
DNMT3B	MBD4	9606.ENSP00000328547	9606.ENSP00000249910	0	0	0	0	0	0.292	0	0.946	0.960
DNMT3B	H3C3	9606.ENSP00000328547	9606.ENSP00000484658	0	0	0	0	0	0.902	0	0.170	0.915
EEA1	RAB5C	9606.ENSP00000317955	9606.ENSP00000447053	0	0	0	0	0.042	0.696	0.800	0.831	0.988
EGR2	FOSB	9606.ENSP00000242480	9606.ENSP00000245919	0	0	0	0	0.676	0.066	0.500	0.698	0.948
EIF2S3	RPS23	9606.ENSP00000253039	9606.ENSP00000296674	0	0	0	0	0.334	0.963	0.500	0.422	0.992
EIF2S3	RPS20	9606.ENSP00000253039	9606.ENSP00000429374	0	0	0	0	0.568	0.966	0.500	0.413	0.995
EIF4A2	PDCD4	9606.ENSP00000326381	9606.ENSP00000280154	0	0	0	0	0.164	0.684	0	0.997	0.999
EIF4A2	PABPC1	9606.ENSP00000326381	9606.ENSP00000313007	0	0	0	0	0.402	0.269	0.500	0.998	0.999
EIF4A2	EIF4E	9606.ENSP00000326381	9606.ENSP00000425561	0	0	0	0	0.160	0.517	0.720	0.999	0.999
EIF4E	PABPC1	9606.ENSP00000425561	9606.ENSP00000313007	0	0	0	0	0.142	0.684	0.800	0.998	0.999
ELL	MLLT3	9606.ENSP00000262809	9606.ENSP00000369695	0	0	0	0	0	0.748	0.900	0.998	0.999
EPC2	YEATS4	9606.ENSP00000258484	9606.ENSP00000247843	0	0	0	0	0.074	0.943	0.720	0.617	0.993
ERCC5	MSH6	9606.ENSP00000498881	9606.ENSP00000234420	0	0	0	0	0.113	0.191	0.900	0.547	0.963
ERCC5	XRCC5	9606.ENSP00000498881	9606.ENSP00000375978	0	0	0	0	0.068	0.272	0.900	0.561	0.966
ERCC5	LIG4	9606.ENSP00000498881	9606.ENSP00000484288	0.044	0	0	0	0.167	0.125	0.900	0.540	0.962
ERP27	PDIA3	9606.ENSP00000266397	9606.ENSP00000300289	0	0	0	0	0.055	0.121	0	0.945	0.950
FASLG	TNFRSF1A	9606.ENSP00000356694	9606.ENSP00000162749	0	0	0	0	0	0.617	0	0.997	0.998
FKTN	RXYLT1	9606.ENSP00000223528	9606.ENSP00000261234	0	0	0.209	0	0.108	0.421	0	0.861	0.936
FKTN	POMGNT1	9606.ENSP00000223528	9606.ENSP00000361060	0	0	0	0	0.060	0.045	0	0.990	0.990
FYB1	LCP2	9606.ENSP00000493623	9606.ENSP00000046794	0	0	0	0	0.572	0.831	0.900	0.998	0.999
FYB1	GRAP2	9606.ENSP00000493623	9606.ENSP00000339186	0	0	0	0	0.248	0.341	0.500	0.929	0.980
G3BP2	PABPC1	9606.ENSP00000352738	9606.ENSP00000313007	0	0	0	0	0.217	0.639	0	0.699	0.907
GEMIN2	SNRPE	9606.ENSP00000308533	9606.ENSP00000400591	0	0	0	0	0.128	0.979	0.900	0.766	0.999
GFM1	MRPS10	9606.ENSP00000264263	9606.ENSP00000053468	0.095	0	0	0	0.628	0.903	0	0.275	0.973
GFM1	MRPS5	9606.ENSP00000264263	9606.ENSP00000272418	0.095	0	0	0	0.623	0.903	0	0.245	0.972
GGCX	MGP	9606.ENSP00000233838	9606.ENSP00000228938	0	0	0	0	0	0	0	0.951	0.951
GGH	SLC19A1	9606.ENSP00000260118	9606.ENSP00000308895	0	0	0	0	0	0	0	0.931	0.931
GMPR	PDE2A	9606.ENSP00000259727	9606.ENSP00000334910	0	0	0	0	0.045	0.107	0.900	0.054	0.908
GMPR	PDE5A	9606.ENSP00000259727	9606.ENSP00000347046	0	0	0	0	0.042	0.107	0.900	0.072	0.910
GMPR	HPRT1	9606.ENSP00000259727	9606.ENSP00000298556	0.057	0	0	0	0	0	0.910	0.376	0.943
GNPTAB	GNPTG	9606.ENSP00000299314	9606.ENSP00000204679	0	0	0	0	0.060	0.675	0.900	0.996	0.999
GRAP2	LCP2	9606.ENSP00000339186	9606.ENSP00000046794	0	0	0	0	0.265	0.945	0.900	0.999	0.999
GRAP2	PLCG1	9606.ENSP00000339186	9606.ENSP00000244007	0	0	0	0	0.062	0.135	0.500	0.996	0.998
H3C3	H4C6	9606.ENSP00000484658	9606.ENSP00000244537	0	0.069	0	0	0.331	0.915	0	0.832	0.990
H3C3	KAT6B	9606.ENSP00000484658	9606.ENSP00000287239	0	0	0	0	0	0.917	0	0.091	0.922
H3C3	MLLT3	9606.ENSP00000484658	9606.ENSP00000369695	0	0	0	0	0	0.908	0	0.133	0.917
H3C3	ZCWPW2	9606.ENSP00000484658	9606.ENSP00000373278	0	0	0	0	0.119	0.903	0	0.057	0.912
H4C6	SMARCA2	9606.ENSP00000244537	9606.ENSP00000371638	0	0	0	0	0.054	0.300	0.500	0.747	0.905
H4C6	XRCC5	9606.ENSP00000244537	9606.ENSP00000375978	0	0	0	0	0.093	0.528	0.500	0.622	0.908
H4C6	PRMT6	9606.ENSP00000244537	9606.ENSP00000359095	0	0	0	0	0.044	0.550	0.700	0.455	0.920
H4C6	POLR2K	9606.ENSP00000244537	9606.ENSP00000342889	0	0	0	0	0	0.908	0.500	0.065	0.953
H4C6	MLLT3	9606.ENSP00000244537	9606.ENSP00000369695	0	0	0	0	0	0.905	0	0.558	0.956
H4C6	KAT7	9606.ENSP00000244537	9606.ENSP00000259021	0	0	0	0	0.049	0.868	0	0.768	0.968
H4C6	MSL3	9606.ENSP00000244537	9606.ENSP00000312244	0	0	0	0	0	0.950	0.400	0.755	0.992
HDAC5	MEF2A	9606.ENSP00000225983	9606.ENSP00000453095	0	0	0	0	0.108	0.711	0	0.743	0.928
HNRNPC	SRSF1	9606.ENSP00000451291	9606.ENSP00000258962	0	0	0	0	0.752	0.218	0.400	0.831	0.977
HNRNPC	PABPC1	9606.ENSP00000451291	9606.ENSP00000313007	0	0	0	0	0.256	0.635	0	0.795	0.939
HNRNPC	HNRNPF	9606.ENSP00000451291	9606.ENSP00000400433	0	0	0	0	0.762	0.094	0.400	0.805	0.971
HNRNPC	SNRPE	9606.ENSP00000451291	9606.ENSP00000400591	0	0	0	0	0.723	0.268	0.720	0.274	0.953
HNRNPC	ILF3	9606.ENSP00000451291	9606.ENSP00000404121	0	0	0	0	0.766	0.620	0	0.854	0.985
HNRNPF	SRSF1	9606.ENSP00000400433	9606.ENSP00000258962	0	0	0	0	0.775	0.247	0.400	0.741	0.970
HPRT1	PDE2A	9606.ENSP00000298556	9606.ENSP00000334910	0	0	0	0	0	0	0.900	0.067	0.902
HPRT1	PDE5A	9606.ENSP00000298556	9606.ENSP00000347046	0	0	0	0	0	0	0.900	0.079	0.903
IFIH1	IFIT3	9606.ENSP00000497271	9606.ENSP00000360876	0	0	0	0	0.812	0	0	0.860	0.972
IFIH1	IFNB1	9606.ENSP00000497271	9606.ENSP00000369581	0	0	0	0	0.176	0	0	0.937	0.946
IFIH1	IFIT2	9606.ENSP00000497271	9606.ENSP00000490935	0	0	0	0	0.814	0	0	0.880	0.976
IFIT2	IFIT3	9606.ENSP00000490935	9606.ENSP00000360876	0	0	0.064	0.943	0.999	0.845	0	0.929	0.999
IL4I1	MIF	9606.ENSP00000472474	9606.ENSP00000215754	0	0	0	0	0.067	0	0.900	0	0.902
IL6ST	PIK3CA	9606.ENSP00000370698	9606.ENSP00000263967	0	0	0	0	0.097	0	0.900	0.479	0.948
ITPR2	PLCG1	9606.ENSP00000370744	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.346	0.931
ITPR2	PLCB1	9606.ENSP00000370744	9606.ENSP00000338185	0	0	0	0	0.076	0.071	0.900	0.368	0.938
ITPR2	PRKACB	9606.ENSP00000370744	9606.ENSP00000359719	0	0	0	0	0.049	0.045	0.900	0.327	0.930
ITPR2	TRPC3	9606.ENSP00000370744	9606.ENSP00000368966	0	0	0	0	0	0.053	0	0.906	0.907
ITPR2	PRKCA	9606.ENSP00000370744	9606.ENSP00000408695	0	0	0	0	0.091	0	0.900	0.189	0.919
KAT6B	KAT7	9606.ENSP00000287239	9606.ENSP00000259021	0	0	0	0.851	0.062	0.241	0.900	0.451	0.955
KCNJ9	PRKACB	9606.ENSP00000357067	9606.ENSP00000359719	0	0	0	0	0.099	0	0.900	0.120	0.913
KCNMB2	PRKACB	9606.ENSP00000407592	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0	0.900
LCP2	RANGAP1	9606.ENSP00000046794	9606.ENSP00000401470	0	0	0	0	0.042	0.071	0	0.915	0.917
LCP2	PLCG1	9606.ENSP00000046794	9606.ENSP00000244007	0	0	0	0.559	0.042	0.792	0.900	0.989	0.999
LEF1	SMAD4	9606.ENSP00000265165	9606.ENSP00000341551	0	0	0	0	0.047	0.335	0.900	0.988	0.999
LIG4	MSH6	9606.ENSP00000484288	9606.ENSP00000234420	0	0	0	0	0.127	0.061	0.900	0.624	0.965
LIG4	XRCC5	9606.ENSP00000484288	9606.ENSP00000375978	0	0	0	0	0.124	0.974	0.900	0.985	0.999
LTN1	TCF25	9606.ENSP00000478783	9606.ENSP00000263346	0	0	0	0	0.093	0.401	0.540	0.840	0.954
MAGOHB	RBM22	9606.ENSP00000319240	9606.ENSP00000199814	0	0	0	0	0.094	0.800	0.540	0.222	0.926
MAGOHB	PRPF19	9606.ENSP00000319240	9606.ENSP00000227524	0	0	0	0	0.324	0.800	0.540	0.223	0.945
MAGOHB	UPF1	9606.ENSP00000319240	9606.ENSP00000470142	0	0	0	0	0.138	0.045	0.720	0.846	0.959
MAGOHB	SNRPE	9606.ENSP00000319240	9606.ENSP00000400591	0	0	0	0	0.753	0.802	0.900	0.181	0.995
MAP3K1	RRAS2	9606.ENSP00000382423	9606.ENSP00000256196	0	0	0	0	0.058	0.183	0.900	0.289	0.938
MAP3K14	MAP3K7	9606.ENSP00000482657	9606.ENSP00000358335	0	0	0	0.568	0.050	0.524	0.900	0.204	0.959
MAP3K5	PRKACB	9606.ENSP00000351908	9606.ENSP00000359719	0	0	0	0.644	0.049	0	0.900	0.135	0.910
MAP3K7	TNFRSF1A	9606.ENSP00000358335	9606.ENSP00000162749	0	0	0	0	0.067	0.994	0.500	0.679	0.999
MCU	SMDT1	9606.ENSP00000362144	9606.ENSP00000327467	0	0	0	0	0	0.978	0.900	0.987	0.999
MCU	VDAC1	9606.ENSP00000362144	9606.ENSP00000378487	0	0	0	0	0.054	0	0	0.932	0.933
MED30	STN1	9606.ENSP00000297347	9606.ENSP00000224950	0	0	0	0	0	0.994	0	0	0.994
MED30	MED4	9606.ENSP00000297347	9606.ENSP00000258648	0	0	0	0	0.434	0.968	0.900	0.665	0.999
MED4	STN1	9606.ENSP00000258648	9606.ENSP00000224950	0	0	0	0	0.044	0.994	0	0	0.994
MEF2A	NFATC1	9606.ENSP00000453095	9606.ENSP00000389377	0	0	0	0	0.067	0	0.900	0.264	0.925
MNAT1	POLR2K	9606.ENSP00000261245	9606.ENSP00000342889	0	0	0	0	0.133	0.936	0.500	0.054	0.970
MRPL39	MTIF2	9606.ENSP00000305682	9606.ENSP00000263629	0.070	0	0	0	0.162	0.882	0.500	0.216	0.957
MRPL39	MRPS5	9606.ENSP00000305682	9606.ENSP00000272418	0	0	0	0	0.201	0.868	0	0.279	0.918
MRPS10	RPS23	9606.ENSP00000053468	9606.ENSP00000296674	0.111	0	0	0	0.698	0.747	0	0.281	0.944
MRPS10	MTIF2	9606.ENSP00000053468	9606.ENSP00000263629	0	0	0	0	0.414	0.950	0.500	0.398	0.990
MRPS10	MRPS25	9606.ENSP00000053468	9606.ENSP00000253686	0	0	0	0	0.454	0.983	0.800	0.337	0.998
MRPS10	MRPS5	9606.ENSP00000053468	9606.ENSP00000272418	0.111	0	0	0	0.729	0.994	0.900	0.533	0.999
MRPS10	MRPS35	9606.ENSP00000053468	9606.ENSP00000081029	0	0	0	0	0.520	0.994	0.800	0.282	0.999
MRPS25	MRPS35	9606.ENSP00000253686	9606.ENSP00000081029	0	0	0	0	0.452	0.991	0.800	0	0.998
MRPS25	MTIF2	9606.ENSP00000253686	9606.ENSP00000263629	0	0	0	0	0.160	0.835	0.500	0.052	0.926
MRPS25	MRPS5	9606.ENSP00000253686	9606.ENSP00000272418	0	0	0	0	0.390	0.996	0.800	0.608	0.999
MRPS35	MTIF2	9606.ENSP00000081029	9606.ENSP00000263629	0	0	0	0	0.270	0.826	0.500	0.316	0.951
MRPS35	MRPS5	9606.ENSP00000081029	9606.ENSP00000272418	0	0	0	0	0.855	0.995	0.800	0.350	0.999
MRPS5	MTIF2	9606.ENSP00000272418	9606.ENSP00000263629	0	0	0	0	0.563	0.950	0.500	0.328	0.991
MRPS5	RPS23	9606.ENSP00000272418	9606.ENSP00000296674	0.111	0	0	0	0.699	0.747	0	0.281	0.944
MRPS5	RPS20	9606.ENSP00000272418	9606.ENSP00000429374	0.111	0	0	0	0.701	0.747	0	0.280	0.945
MSH6	XRCC5	9606.ENSP00000234420	9606.ENSP00000375978	0	0	0	0	0.148	0.292	0.900	0.591	0.972
MSL3	YEATS4	9606.ENSP00000312244	9606.ENSP00000247843	0	0	0	0	0.049	0.177	0.900	0.174	0.926
