#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DIMT1	NOC4L	9606.ENSP00000199320	9606.ENSP00000328854	0	0	0	0	0.702	0.964	0	0	0.989
DOK2	RASA1	9606.ENSP00000276420	9606.ENSP00000274376	0	0	0	0	0	0.546	0	0.963	0.982
EAF1	ICE1	9606.ENSP00000380054	9606.ENSP00000296564	0	0	0	0	0.060	0.781	0.900	0.263	0.982
EAF1	ELOA	9606.ENSP00000380054	9606.ENSP00000395574	0	0	0	0	0.079	0	0.900	0.276	0.927
EAF1	SUPT5H	9606.ENSP00000380054	9606.ENSP00000470252	0	0	0	0	0	0.507	0.900	0.276	0.961
EGR3	EP300	9606.ENSP00000318057	9606.ENSP00000263253	0	0	0	0	0.047	0.093	0.900	0.164	0.918
EGR3	NAB2	9606.ENSP00000318057	9606.ENSP00000300131	0	0	0	0	0.176	0.091	0.500	0.916	0.964
EGR3	FOS	9606.ENSP00000318057	9606.ENSP00000306245	0	0	0	0	0.384	0.066	0.500	0.821	0.941
EIF5	EIF5B	9606.ENSP00000216554	9606.ENSP00000289371	0	0	0	0	0.401	0.281	0	0.983	0.992
EIF5B	CD74	9606.ENSP00000289371	9606.ENSP00000009530	0	0	0	0	0.546	0.755	0	0.240	0.908
EIF5B	EIF5	9606.ENSP00000289371	9606.ENSP00000216554	0	0	0	0	0.401	0.281	0	0.983	0.992
EIF5B	RPL31	9606.ENSP00000289371	9606.ENSP00000386717	0	0	0	0	0.253	0.941	0	0.131	0.958
ELOA	ICE1	9606.ENSP00000395574	9606.ENSP00000296564	0	0	0	0	0.044	0	0.900	0.174	0.914
ELOA	EAF1	9606.ENSP00000395574	9606.ENSP00000380054	0	0	0	0	0.079	0	0.900	0.276	0.927
ELOA	SUPT5H	9606.ENSP00000395574	9606.ENSP00000470252	0	0	0	0	0.088	0.292	0.900	0.223	0.943
ENO1	PCK2	9606.ENSP00000495530	9606.ENSP00000216780	0	0	0	0	0.056	0	0.936	0.437	0.963
ENO1	PKM	9606.ENSP00000495530	9606.ENSP00000320171	0.069	0	0	0	0.711	0	0.927	0.869	0.997
EP300	TBP	9606.ENSP00000263253	9606.ENSP00000230354	0	0	0	0	0.077	0.292	0.500	0.855	0.946
EP300	IRF1	9606.ENSP00000263253	9606.ENSP00000245414	0	0	0	0	0.045	0.774	0	0.932	0.984
EP300	JUND	9606.ENSP00000263253	9606.ENSP00000252818	0	0	0	0	0.049	0.643	0.500	0.654	0.933
EP300	EGR3	9606.ENSP00000263253	9606.ENSP00000318057	0	0	0	0	0.047	0.093	0.900	0.164	0.918
EP300	CREB5	9606.ENSP00000263253	9606.ENSP00000350359	0	0	0	0	0.089	0.045	0.900	0.233	0.924
EP300	KLF4	9606.ENSP00000263253	9606.ENSP00000363804	0	0	0	0	0.065	0.744	0	0.790	0.945
EP300	KAT6A	9606.ENSP00000263253	9606.ENSP00000265713	0	0	0	0	0.647	0.292	0.500	0.695	0.956
EP300	FOS	9606.ENSP00000263253	9606.ENSP00000306245	0	0	0	0	0.067	0.740	0.500	0.737	0.964
EP300	RBPJ	9606.ENSP00000263253	9606.ENSP00000345206	0	0	0	0	0.067	0.071	0.900	0.799	0.980
EP300	MEF2A	9606.ENSP00000263253	9606.ENSP00000453095	0	0	0	0	0.097	0.949	0	0.792	0.989
EP300	CTNNB1	9606.ENSP00000263253	9606.ENSP00000495360	0	0	0	0	0.049	0.899	0.900	0.992	0.999
ERCC4	FANCA	9606.ENSP00000310520	9606.ENSP00000373952	0	0	0	0	0.042	0.300	0.500	0.768	0.912
FANCA	ERCC4	9606.ENSP00000373952	9606.ENSP00000310520	0	0	0	0	0.042	0.300	0.500	0.768	0.912
FGFR1OP	CEP19	9606.ENSP00000355812	9606.ENSP00000387209	0	0	0	0	0.043	0.832	0	0.730	0.952
FOS	JUND	9606.ENSP00000306245	9606.ENSP00000252818	0	0	0	0	0.155	0.907	0.900	0.998	0.999
FOS	EP300	9606.ENSP00000306245	9606.ENSP00000263253	0	0	0	0	0.067	0.740	0.500	0.737	0.964
FOS	EGR3	9606.ENSP00000306245	9606.ENSP00000318057	0	0	0	0	0.384	0.066	0.500	0.821	0.941
FOS	MAPK11	9606.ENSP00000306245	9606.ENSP00000333685	0	0	0	0	0.091	0.256	0.900	0.481	0.960
FOS	ATF7	9606.ENSP00000306245	9606.ENSP00000399465	0	0	0	0	0	0.827	0	0.906	0.983
FOS	MAF	9606.ENSP00000306245	9606.ENSP00000327048	0	0	0	0	0.044	0.753	0	0.995	0.998
FZD1	CTNNB1	9606.ENSP00000287934	9606.ENSP00000495360	0	0	0	0	0.042	0.065	0.540	0.815	0.913
GCLC	ANPEP	9606.ENSP00000497574	9606.ENSP00000300060	0	0	0	0	0	0	0.914	0.224	0.930
GCLC	GGT7	9606.ENSP00000497574	9606.ENSP00000338964	0	0	0	0	0.055	0	0.900	0.277	0.925
GGT7	ANPEP	9606.ENSP00000338964	9606.ENSP00000300060	0	0	0	0	0	0	0.914	0.436	0.949
GGT7	GPX4	9606.ENSP00000338964	9606.ENSP00000346103	0	0	0	0	0	0	0.900	0.213	0.918
GGT7	GCLC	9606.ENSP00000338964	9606.ENSP00000497574	0	0	0	0	0.055	0	0.900	0.277	0.925
GJA3	GJD3	9606.ENSP00000241125	9606.ENSP00000463752	0	0	0	0.882	0.066	0	0.900	0.093	0.907
GJD3	GJA3	9606.ENSP00000463752	9606.ENSP00000241125	0	0	0	0.882	0.066	0	0.900	0.093	0.907
GNA13	C9orf47	9606.ENSP00000400717	9606.ENSP00000365006	0	0	0	0	0	0.125	0.900	0.890	0.989
GNA13	PIK3R5	9606.ENSP00000400717	9606.ENSP00000392812	0	0	0	0	0.049	0	0.900	0.091	0.906
GOT1	KYAT3	9606.ENSP00000359539	9606.ENSP00000260508	0	0	0	0	0.120	0.162	0.914	0.166	0.940
GOT1	NAGS	9606.ENSP00000359539	9606.ENSP00000293404	0	0	0	0	0	0	0.900	0.274	0.924
GOT1	GPT2	9606.ENSP00000359539	9606.ENSP00000345282	0	0	0	0	0.221	0.220	0.914	0.733	0.984
GOT1	ASRGL1	9606.ENSP00000359539	9606.ENSP00000400057	0	0	0	0	0.097	0	0.911	0.171	0.927
GPT2	NAGS	9606.ENSP00000345282	9606.ENSP00000293404	0.057	0	0	0	0.074	0	0.914	0.299	0.940
GPT2	GOT1	9606.ENSP00000345282	9606.ENSP00000359539	0	0	0	0	0.221	0.220	0.914	0.733	0.984
GPX4	GGT7	9606.ENSP00000346103	9606.ENSP00000338964	0	0	0	0	0	0	0.900	0.213	0.918
GPX4	MGST3	9606.ENSP00000346103	9606.ENSP00000356864	0	0	0	0	0.128	0.058	0.900	0.341	0.938
GSE1	HMG20B	9606.ENSP00000253458	9606.ENSP00000328269	0	0	0	0	0.065	0.838	0	0.852	0.975
GTF2IRD1	PRKG2	9606.ENSP00000397566	9606.ENSP00000264399	0	0	0	0	0	0	0.900	0.103	0.906
HEY2	RBPJ	9606.ENSP00000357348	9606.ENSP00000345206	0	0	0	0	0	0.302	0.500	0.738	0.900
HLA-B	KIR2DL3	9606.ENSP00000399168	9606.ENSP00000342215	0	0	0	0	0.042	0.510	0.650	0.860	0.973
HLA-B	HLA-DMA	9606.ENSP00000399168	9606.ENSP00000363976	0	0	0	0	0.332	0	0.900	0.755	0.982
HLA-B	HLA-DMB	9606.ENSP00000399168	9606.ENSP00000398890	0	0	0	0.627	0.310	0	0.900	0.538	0.965
HLA-DMA	CD74	9606.ENSP00000363976	9606.ENSP00000009530	0	0	0	0	0.715	0.405	0.900	0.720	0.994
HLA-DMA	HLA-B	9606.ENSP00000363976	9606.ENSP00000399168	0	0	0	0	0.332	0	0.900	0.755	0.982
HLA-DMA	HLA-DMB	9606.ENSP00000363976	9606.ENSP00000398890	0	0.349	0	0	0.999	0.980	0.900	0.995	0.999
HLA-DMB	CD74	9606.ENSP00000398890	9606.ENSP00000009530	0	0	0	0	0.599	0.179	0.900	0.544	0.982
HLA-DMB	HLA-DMA	9606.ENSP00000398890	9606.ENSP00000363976	0	0.349	0	0	0.999	0.980	0.900	0.995	0.999
HLA-DMB	HLA-B	9606.ENSP00000398890	9606.ENSP00000399168	0	0	0	0.627	0.310	0	0.900	0.538	0.965
HLCS	PCCA	9606.ENSP00000382071	9606.ENSP00000365462	0.115	0	0	0	0.085	0	0.750	0.922	0.982
HMG20B	GSE1	9606.ENSP00000328269	9606.ENSP00000253458	0	0	0	0	0.065	0.838	0	0.852	0.975
HNRNPA1	PCBP1	9606.ENSP00000341826	9606.ENSP00000305556	0	0	0	0	0.674	0.195	0.400	0.812	0.966
HNRNPA1	U2AF2	9606.ENSP00000341826	9606.ENSP00000307863	0	0	0	0.569	0.663	0.413	0	0.575	0.908
HNRNPA1	KHDRBS1	9606.ENSP00000341826	9606.ENSP00000313829	0	0	0	0	0.547	0.757	0	0.790	0.975
HPS3	HPS5	9606.ENSP00000296051	9606.ENSP00000265967	0	0	0	0	0.098	0.435	0.720	0.999	0.999
HPS3	BLOC1S6	9606.ENSP00000296051	9606.ENSP00000456851	0	0	0	0	0.043	0	0.720	0.938	0.982
HPS5	BLOC1S6	9606.ENSP00000265967	9606.ENSP00000456851	0	0	0	0	0.055	0	0.720	0.953	0.986
HPS5	HPS3	9606.ENSP00000265967	9606.ENSP00000296051	0	0	0	0	0.098	0.435	0.720	0.999	0.999
HSD3B7	AKR1D1	9606.ENSP00000297679	9606.ENSP00000242375	0	0	0	0	0.067	0	0.900	0.956	0.995
ICE1	ELOA	9606.ENSP00000296564	9606.ENSP00000395574	0	0	0	0	0.044	0	0.900	0.174	0.914
ICE1	SUPT5H	9606.ENSP00000296564	9606.ENSP00000470252	0	0	0	0	0.049	0.300	0.900	0.156	0.936
ICE1	EAF1	9606.ENSP00000296564	9606.ENSP00000380054	0	0	0	0	0.060	0.781	0.900	0.263	0.982
IKBKE	TRAF6	9606.ENSP00000464030	9606.ENSP00000433623	0	0	0	0	0.074	0.994	0.500	0.965	0.999
IKZF1	DDB1	9606.ENSP00000331614	9606.ENSP00000301764	0	0	0	0	0	0.853	0	0.645	0.945
IL10	IL12RB1	9606.ENSP00000412237	9606.ENSP00000470788	0	0	0	0	0.124	0	0.650	0.768	0.922
IL12RB1	IL10	9606.ENSP00000470788	9606.ENSP00000412237	0	0	0	0	0.124	0	0.650	0.768	0.922
IL31RA	OSM	9606.ENSP00000498630	9606.ENSP00000215781	0	0	0	0	0	0	0	0.928	0.928
INPP5F	PI4KB	9606.ENSP00000497527	9606.ENSP00000357869	0	0	0	0	0	0	0.900	0.066	0.902
INPP5F	PIK3R1	9606.ENSP00000497527	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0.045	0.900
INPP5F	PLCB3	9606.ENSP00000497527	9606.ENSP00000443631	0	0	0	0	0.042	0	0.900	0.072	0.903
INPP5F	PIP5K1C	9606.ENSP00000497527	9606.ENSP00000466363	0	0	0	0	0	0	0.900	0.072	0.903
INTS1	SUPT5H	9606.ENSP00000385722	9606.ENSP00000470252	0	0	0	0	0.161	0.879	0.400	0.449	0.962
IPO7	RAN	9606.ENSP00000369042	9606.ENSP00000446215	0	0	0	0	0.269	0.807	0	0.416	0.910
IQGAP1	RAC1	9606.ENSP00000268182	9606.ENSP00000348461	0	0	0	0	0.093	0.901	0.700	0.616	0.988
IQGAP1	CD44	9606.ENSP00000268182	9606.ENSP00000398632	0	0	0	0	0.201	0.292	0.900	0.814	0.988
IQGAP1	CTNNB1	9606.ENSP00000268182	9606.ENSP00000495360	0	0	0	0	0.131	0.662	0.900	0.994	0.999
IRF1	EP300	9606.ENSP00000245414	9606.ENSP00000263253	0	0	0	0	0.045	0.774	0	0.932	0.984
IRS2	PIK3R5	9606.ENSP00000365016	9606.ENSP00000392812	0	0	0	0	0	0	0.900	0.213	0.917
IRS2	PIK3R1	9606.ENSP00000365016	9606.ENSP00000428056	0	0	0	0	0.054	0.903	0.900	0.814	0.998
JARID2	SUZ12	9606.ENSP00000341280	9606.ENSP00000316578	0	0	0	0	0.049	0.986	0.500	0.996	0.999
JUND	ATF7	9606.ENSP00000252818	9606.ENSP00000399465	0	0	0	0.600	0.060	0.428	0	0.851	0.912
JUND	EP300	9606.ENSP00000252818	9606.ENSP00000263253	0	0	0	0	0.049	0.643	0.500	0.654	0.933
JUND	FOS	9606.ENSP00000252818	9606.ENSP00000306245	0	0	0	0	0.155	0.907	0.900	0.998	0.999
KAT6A	EP300	9606.ENSP00000265713	9606.ENSP00000263253	0	0	0	0	0.647	0.292	0.500	0.695	0.956
KCNMB1	PRKG2	9606.ENSP00000274629	9606.ENSP00000264399	0	0	0	0	0.086	0	0.900	0.127	0.913
KCNMB1	KCNN3	9606.ENSP00000274629	9606.ENSP00000481848	0	0	0	0	0.049	0	0.900	0.386	0.936
KCNMB1	KCNN4	9606.ENSP00000274629	9606.ENSP00000496939	0	0	0	0	0.042	0	0.900	0.450	0.942
KCNN3	KCNMB1	9606.ENSP00000481848	9606.ENSP00000274629	0	0	0	0	0.049	0	0.900	0.386	0.936
KCNN3	KCNN4	9606.ENSP00000481848	9606.ENSP00000496939	0	0	0.071	0.907	0	0	0.900	0.240	0.923
KCNN4	KCNQ1	9606.ENSP00000496939	9606.ENSP00000155840	0	0	0	0.566	0.082	0	0.900	0.361	0.936
KCNN4	KCNMB1	9606.ENSP00000496939	9606.ENSP00000274629	0	0	0	0	0.042	0	0.900	0.450	0.942
KCNN4	KCNN3	9606.ENSP00000496939	9606.ENSP00000481848	0	0	0.071	0.907	0	0	0.900	0.240	0.923
KCNQ1	KCNN4	9606.ENSP00000155840	9606.ENSP00000496939	0	0	0	0.566	0.082	0	0.900	0.361	0.936
KCNQ1	ADCY9	9606.ENSP00000155840	9606.ENSP00000294016	0	0	0	0	0	0.051	0.900	0.518	0.950
KHDRBS1	RASA1	9606.ENSP00000313829	9606.ENSP00000274376	0	0	0	0	0.043	0.835	0	0.866	0.977
KHDRBS1	U2AF2	9606.ENSP00000313829	9606.ENSP00000307863	0	0	0	0	0.639	0.591	0	0.752	0.960
KHDRBS1	HNRNPA1	9606.ENSP00000313829	9606.ENSP00000341826	0	0	0	0	0.547	0.757	0	0.790	0.975
KIF2C	CDC20	9606.ENSP00000361298	9606.ENSP00000361540	0	0	0	0	0.908	0	0.800	0.787	0.995
KIR2DL3	HLA-B	9606.ENSP00000342215	9606.ENSP00000399168	0	0	0	0	0.042	0.510	0.650	0.860	0.973
KLF4	EP300	9606.ENSP00000363804	9606.ENSP00000263253	0	0	0	0	0.065	0.744	0	0.790	0.945
KLF4	CTNNB1	9606.ENSP00000363804	9606.ENSP00000495360	0	0	0	0	0	0.091	0.098	0.990	0.991
KYAT3	GOT1	9606.ENSP00000260508	9606.ENSP00000359539	0	0	0	0	0.120	0.162	0.914	0.166	0.940
KYAT3	AFMID	9606.ENSP00000260508	9606.ENSP00000328938	0	0	0	0	0.060	0	0.900	0.654	0.964
KYAT3	KYNU	9606.ENSP00000260508	9606.ENSP00000264170	0	0	0	0	0.112	0	0.937	0.708	0.982
KYNU	KYAT3	9606.ENSP00000264170	9606.ENSP00000260508	0	0	0	0	0.112	0	0.937	0.708	0.982
KYNU	AFMID	9606.ENSP00000264170	9606.ENSP00000328938	0.095	0	0	0	0.124	0	0.938	0.788	0.988
LAMB3	CD44	9606.ENSP00000375778	9606.ENSP00000398632	0	0	0	0	0.113	0	0.900	0.220	0.924
LRRFIP1	CTNNB1	9606.ENSP00000375857	9606.ENSP00000495360	0	0	0	0	0.047	0	0.700	0.908	0.971
LSM12	ATXN2L	9606.ENSP00000466718	9606.ENSP00000378917	0	0	0	0	0.085	0.972	0	0.508	0.986
LSM4	SNRPC	9606.ENSP00000469468	9606.ENSP00000244520	0	0	0	0	0.202	0.830	0	0.486	0.924
