#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATP6V0D1	ATP6V1G1	9606.ENSP00000290949	9606.ENSP00000363162	0	0	0	0	0.128	0.959	0.900	0.789	0.999
ATP6V1B2	ATP6V1G1	9606.ENSP00000276390	9606.ENSP00000363162	0	0	0	0	0.368	0.989	0.900	0.832	0.999
AURKAIP1	MRPS31	9606.ENSP00000342676	9606.ENSP00000315397	0	0	0	0	0.116	0.941	0.800	0.524	0.994
B9D1	TCTN1	9606.ENSP00000261499	9606.ENSP00000380779	0	0	0	0	0.060	0.572	0.800	0.990	0.999
BCL2L11	BID	9606.ENSP00000376943	9606.ENSP00000318822	0	0	0	0	0	0.405	0.900	0.737	0.982
BCL2L11	PMAIP1	9606.ENSP00000376943	9606.ENSP00000326119	0	0	0	0	0.054	0.405	0.900	0.948	0.996
BCL2L11	MAPK8	9606.ENSP00000376943	9606.ENSP00000378974	0	0	0	0	0.060	0.292	0.750	0.727	0.948
BID	MAPK8	9606.ENSP00000318822	9606.ENSP00000378974	0	0	0	0	0.044	0.448	0.900	0.245	0.954
BID	PMAIP1	9606.ENSP00000318822	9606.ENSP00000326119	0	0	0	0	0.098	0	0.900	0.575	0.958
BIRC5	MELK	9606.ENSP00000301633	9606.ENSP00000298048	0	0	0	0	0.885	0.091	0	0.697	0.965
BIRC5	CASP9	9606.ENSP00000301633	9606.ENSP00000330237	0	0	0	0	0.124	0.728	0	0.658	0.911
BIRC5	SPC24	9606.ENSP00000301633	9606.ENSP00000465075	0	0	0	0	0.888	0	0	0.348	0.924
BIRC6	CASP9	9606.ENSP00000393596	9606.ENSP00000330237	0	0	0	0	0.067	0.682	0	0.788	0.931
BRCC3	NLRP3	9606.ENSP00000358474	9606.ENSP00000337383	0	0	0	0	0	0.735	0.900	0.295	0.979
BSG	SPN	9606.ENSP00000333769	9606.ENSP00000498852	0	0	0	0	0.042	0.087	0.900	0.529	0.953
BSG	SLC16A3	9606.ENSP00000333769	9606.ENSP00000463978	0	0	0	0	0.060	0.041	0.900	0.996	0.999
C1QBP	YBX1	9606.ENSP00000225698	9606.ENSP00000361626	0	0	0	0	0.153	0.809	0	0.456	0.904
CALCOCO2	GABARAPL1	9606.ENSP00000398523	9606.ENSP00000411256	0	0	0	0	0.066	0.478	0	0.992	0.995
CAPZB	DYNC1H1	9606.ENSP00000401010	9606.ENSP00000348965	0	0	0	0	0.062	0.915	0.500	0.212	0.964
CARS1	CARS2	9606.ENSP00000369897	9606.ENSP00000257347	0	0	0.074	0.816	0.049	0	0.900	0.131	0.913
CASP9	PARP4	9606.ENSP00000330237	9606.ENSP00000371419	0	0	0	0	0.049	0.071	0.900	0.118	0.911
CCDC114	DNAI2	9606.ENSP00000318429	9606.ENSP00000400252	0	0	0	0	0.097	0.235	0.720	0.831	0.963
CCNE1	CDKN1B	9606.ENSP00000262643	9606.ENSP00000228872	0	0	0	0	0.105	0.996	0.900	0.842	0.999
CCT2	PPP2CA	9606.ENSP00000299300	9606.ENSP00000418447	0	0.003	0	0	0.254	0.994	0	0.122	0.995
CD19	SPN	9606.ENSP00000313419	9606.ENSP00000498852	0	0	0	0	0.122	0	0	0.922	0.929
CD2BP2	SNRPB	9606.ENSP00000304903	9606.ENSP00000412566	0	0	0	0	0.067	0.904	0.540	0.615	0.982
CD46	MSN	9606.ENSP00000313875	9606.ENSP00000353408	0	0	0	0	0.047	0.292	0.900	0.816	0.985
CDKN1B	DCAF8	9606.ENSP00000228872	9606.ENSP00000357052	0	0	0	0	0	0	0.900	0	0.900
CERS5	SMPD3	9606.ENSP00000325485	9606.ENSP00000219334	0	0	0	0	0	0	0.900	0.486	0.946
CERS5	GBA	9606.ENSP00000325485	9606.ENSP00000314508	0	0	0	0	0.056	0	0.900	0.356	0.933
CHD5	HDAC1	9606.ENSP00000262450	9606.ENSP00000362649	0	0	0	0	0.055	0.837	0.720	0.226	0.962
CNOT11	CNOT7	9606.ENSP00000289382	9606.ENSP00000355279	0	0	0	0	0.075	0.848	0.900	0.853	0.997
CNOT7	DDX6	9606.ENSP00000355279	9606.ENSP00000478754	0	0	0	0	0.193	0.893	0	0.604	0.963
CNOT7	DCP2	9606.ENSP00000355279	9606.ENSP00000373715	0	0	0	0	0.049	0.994	0	0.613	0.997
COPS2	GRB2	9606.ENSP00000299259	9606.ENSP00000376345	0	0	0	0	0.047	0	0.900	0.060	0.902
COX15	COX5A	9606.ENSP00000016171	9606.ENSP00000317780	0	0	0	0	0.067	0.095	0.720	0.782	0.941
COX5A	NDUFA2	9606.ENSP00000317780	9606.ENSP00000252102	0	0	0	0	0.599	0.859	0	0.555	0.972
COX5A	NDUFA11	9606.ENSP00000317780	9606.ENSP00000389160	0	0	0	0	0.314	0.824	0	0.399	0.921
COX5A	COX8A	9606.ENSP00000317780	9606.ENSP00000321260	0	0	0	0	0.471	0.825	0.800	0.842	0.996
COX5A	UQCRQ	9606.ENSP00000317780	9606.ENSP00000367939	0	0	0	0	0.940	0.987	0.786	0.715	0.999
CREB3L1	CREBBP	9606.ENSP00000481956	9606.ENSP00000262367	0	0	0	0	0.051	0.073	0.900	0.231	0.923
CREB3L1	GSK3B	9606.ENSP00000481956	9606.ENSP00000324806	0	0	0	0	0	0	0.900	0.082	0.904
CREBBP	H3-3B	9606.ENSP00000262367	9606.ENSP00000254810	0	0	0	0	0.067	0.902	0.500	0.716	0.985
CREBBP	HDAC1	9606.ENSP00000262367	9606.ENSP00000362649	0	0	0	0	0.099	0.537	0.500	0.833	0.960
CREBBP	FOXO1	9606.ENSP00000262367	9606.ENSP00000368880	0	0	0	0	0.081	0.810	0.900	0.676	0.993
CYTH1	CYTIP	9606.ENSP00000389095	9606.ENSP00000264192	0	0	0	0	0.170	0.809	0	0.936	0.988
DARS1	QARS1	9606.ENSP00000264161	9606.ENSP00000307567	0.046	0	0	0	0.172	0.895	0.900	0.899	0.999
DCP2	DDX6	9606.ENSP00000373715	9606.ENSP00000478754	0	0	0	0	0.061	0.817	0.900	0.998	0.999
DDX6	YBX1	9606.ENSP00000478754	9606.ENSP00000361626	0.044	0	0	0	0.110	0.710	0	0.679	0.910
DHFR	MTFMT	9606.ENSP00000396308	9606.ENSP00000220058	0.117	0	0	0	0.085	0	0.900	0.541	0.957
DHX29	EIF1	9606.ENSP00000251636	9606.ENSP00000419449	0	0	0	0	0.077	0.045	0.540	0.929	0.967
DNASE2	DNASE2B	9606.ENSP00000222219	9606.ENSP00000359699	0	0	0.105	0.865	0.055	0	0.900	0.164	0.919
DNMT3A	H3-3B	9606.ENSP00000264709	9606.ENSP00000254810	0	0	0	0	0.099	0.940	0.500	0.987	0.999
DNMT3A	HDAC1	9606.ENSP00000264709	9606.ENSP00000362649	0	0	0	0	0.075	0.515	0	0.994	0.997
DPY30	KMT2D	9606.ENSP00000345837	9606.ENSP00000301067	0	0	0	0	0.081	0.438	0.900	0.722	0.983
DTYMK	ENTPD1	9606.ENSP00000304802	9606.ENSP00000360250	0	0	0	0	0	0	0.900	0.143	0.910
EHMT1	H3-3B	9606.ENSP00000417980	9606.ENSP00000254810	0	0	0	0	0.072	0.927	0.400	0.564	0.980
EHMT1	HDAC1	9606.ENSP00000417980	9606.ENSP00000362649	0.042	0	0	0	0.085	0.473	0	0.889	0.942
EIF1	EIF2D	9606.ENSP00000419449	9606.ENSP00000271764	0	0	0	0	0.061	0.417	0	0.973	0.984
EIF1	RPS9	9606.ENSP00000419449	9606.ENSP00000375632	0.057	0	0	0	0.179	0.966	0	0.329	0.980
EIF1	EIF4G1	9606.ENSP00000419449	9606.ENSP00000416255	0	0	0	0	0.079	0.865	0	0.972	0.996
EIF4G1	HSPB1	9606.ENSP00000416255	9606.ENSP00000248553	0	0	0	0	0.062	0.236	0.800	0.941	0.990
ENTPD1	P2RY2	9606.ENSP00000360250	9606.ENSP00000310305	0	0	0	0	0.058	0	0	0.935	0.936
ENTPD1	ENTPD4	9606.ENSP00000360250	9606.ENSP00000351520	0	0	0.104	0.673	0.048	0	0.900	0.316	0.933
ENTPD1	GMPS	9606.ENSP00000360250	9606.ENSP00000419851	0	0	0	0	0	0	0.900	0.112	0.907
ENTPD4	GMPS	9606.ENSP00000351520	9606.ENSP00000419851	0	0	0	0	0	0	0.900	0.047	0.900
ERCC1	ZSWIM7	9606.ENSP00000013807	9606.ENSP00000382218	0	0	0	0	0.042	0	0.900	0	0.900
ERCC1	XRCC4	9606.ENSP00000013807	9606.ENSP00000421491	0	0	0	0	0	0	0.900	0.635	0.962
FBP1	TALDO1	9606.ENSP00000408025	9606.ENSP00000321259	0.118	0	0	0	0.135	0	0.978	0.604	0.992
FGR	SHC1	9606.ENSP00000363117	9606.ENSP00000401303	0	0	0	0	0.055	0.073	0.900	0.537	0.954
FOXO1	YWHAG	9606.ENSP00000368880	9606.ENSP00000306330	0	0	0	0	0	0.718	0.500	0.521	0.926
FOXO1	PRKAB1	9606.ENSP00000368880	9606.ENSP00000441369	0	0	0	0	0.048	0	0.900	0.193	0.916
FOXO1	YWHAZ	9606.ENSP00000368880	9606.ENSP00000379287	0	0	0	0	0	0.808	0.500	0.282	0.925
FOXO1	PRMT1	9606.ENSP00000368880	9606.ENSP00000406162	0	0	0	0	0	0.073	0.900	0.399	0.939
FOXO1	MAPK8	9606.ENSP00000368880	9606.ENSP00000378974	0	0	0	0	0.049	0.099	0.900	0.498	0.951
FOXO1	NLK	9606.ENSP00000368880	9606.ENSP00000384625	0	0	0	0	0	0.292	0.900	0.534	0.964
GABARAPL1	TBC1D17	9606.ENSP00000411256	9606.ENSP00000221543	0	0	0	0	0.115	0.310	0.900	0.709	0.979
GBA	SMPD3	9606.ENSP00000314508	9606.ENSP00000219334	0	0	0	0	0	0	0.900	0.247	0.921
GBA	GLB1	9606.ENSP00000314508	9606.ENSP00000306920	0.071	0	0	0	0.172	0.099	0.900	0.710	0.976
GCLC	OPLAH	9606.ENSP00000497574	9606.ENSP00000480476	0	0	0	0	0	0	0.945	0.275	0.959
GLB1	ST3GAL1	9606.ENSP00000306920	9606.ENSP00000428540	0	0	0	0	0.060	0	0.900	0.215	0.919
GMPS	PDE2A	9606.ENSP00000419851	9606.ENSP00000334910	0	0	0	0	0	0	0.900	0.045	0.900
GNL2	NIP7	9606.ENSP00000362153	9606.ENSP00000254940	0	0	0	0	0.703	0.467	0	0.679	0.944
GNL2	RPL38	9606.ENSP00000362153	9606.ENSP00000309830	0	0	0	0	0.049	0.922	0	0.193	0.934
GNL2	RPL27A	9606.ENSP00000362153	9606.ENSP00000346015	0	0	0	0	0.049	0.956	0	0.065	0.957
GNL2	GNL3L	9606.ENSP00000362153	9606.ENSP00000354091	0	0	0.126	0.684	0.775	0.817	0.900	0.365	0.997
GNL2	RPL14	9606.ENSP00000362153	9606.ENSP00000379506	0	0	0	0	0.058	0.923	0	0.127	0.932
GNL2	WDR18	9606.ENSP00000362153	9606.ENSP00000476117	0	0	0	0	0.795	0.880	0	0.711	0.992
GNL3L	NIP7	9606.ENSP00000354091	9606.ENSP00000254940	0	0	0	0	0.692	0.825	0	0.229	0.954
GOLPH3	MYO18A	9606.ENSP00000265070	9606.ENSP00000437073	0	0	0	0	0.042	0.526	0	0.941	0.971
GPX4	PRDX6	9606.ENSP00000346103	9606.ENSP00000342026	0	0	0	0	0.107	0.369	0.900	0.578	0.973
GRB2	INSR	9606.ENSP00000376345	9606.ENSP00000303830	0	0	0	0	0.060	0.453	0.900	0.747	0.985
GRB2	SYNJ1	9606.ENSP00000376345	9606.ENSP00000409667	0	0	0	0	0	0.490	0	0.906	0.950
GRB2	SHC1	9606.ENSP00000376345	9606.ENSP00000401303	0	0	0	0	0.099	0.999	0.900	0.999	0.999
GSK3B	PPP3R1	9606.ENSP00000324806	9606.ENSP00000234310	0	0	0	0	0.103	0.099	0.900	0.219	0.928
GSK3B	YWHAZ	9606.ENSP00000324806	9606.ENSP00000379287	0	0	0	0	0.106	0.665	0	0.706	0.904
GSK3B	HSF1	9606.ENSP00000324806	9606.ENSP00000431512	0	0	0	0	0.047	0.516	0.750	0.268	0.904
GSK3B	NFATC1	9606.ENSP00000324806	9606.ENSP00000389377	0	0	0	0	0	0.166	0.900	0.481	0.953
H3-3B	HAT1	9606.ENSP00000254810	9606.ENSP00000264108	0	0	0	0	0.065	0.587	0.900	0.511	0.978
H3-3B	HDAC1	9606.ENSP00000254810	9606.ENSP00000362649	0	0	0	0	0.095	0.217	0.500	0.965	0.986
HDAC1	SMARCC1	9606.ENSP00000362649	9606.ENSP00000254480	0	0	0	0	0.326	0.356	0	0.808	0.909
HDAC1	PML	9606.ENSP00000362649	9606.ENSP00000268058	0	0	0	0	0.074	0.785	0.400	0.290	0.903
HDAC1	HMG20B	9606.ENSP00000362649	9606.ENSP00000328269	0	0	0	0	0.080	0.827	0.500	0.988	0.998
HDAC1	NSD2	9606.ENSP00000362649	9606.ENSP00000372351	0.042	0	0	0	0.067	0.758	0	0.597	0.901
HDAC1	PRMT1	9606.ENSP00000362649	9606.ENSP00000406162	0	0	0	0	0.082	0.309	0.500	0.743	0.907
HDAC1	PHB	9606.ENSP00000362649	9606.ENSP00000479488	0	0	0	0	0.157	0.785	0	0.611	0.923
HDAC1	SOX6	9606.ENSP00000362649	9606.ENSP00000379644	0	0	0	0	0	0.303	0	0.934	0.952
HLA-A	TAP2	9606.ENSP00000379873	9606.ENSP00000364032	0	0	0	0	0.149	0.510	0.900	0.224	0.963
HLA-A	HLA-E	9606.ENSP00000379873	9606.ENSP00000365817	0	0	0.051	0.978	0.783	0.217	0.900	0.460	0.989
INSR	SHC1	9606.ENSP00000303830	9606.ENSP00000401303	0	0	0	0	0	0.795	0.900	0.751	0.994
INTS3	POLR2G	9606.ENSP00000318641	9606.ENSP00000301788	0	0	0	0	0.067	0.994	0	0	0.994
INTS3	ZNF687	9606.ENSP00000318641	9606.ENSP00000319829	0	0	0	0	0.131	0.994	0	0	0.994
INTS3	NABP1	9606.ENSP00000318641	9606.ENSP00000403683	0	0	0	0	0	0.994	0.900	0.843	0.999
ISL2	LDB1	9606.ENSP00000290759	9606.ENSP00000501277	0	0	0	0	0	0.834	0	0.639	0.937
ITPR2	PLCD1	9606.ENSP00000370744	9606.ENSP00000430344	0	0	0	0	0.059	0	0.900	0.230	0.921
ITSN2	SYNJ1	9606.ENSP00000347244	9606.ENSP00000409667	0	0	0	0	0.067	0.289	0	0.861	0.900
JUNB	MAPK8	9606.ENSP00000303315	9606.ENSP00000378974	0	0	0	0	0.055	0.568	0.900	0.436	0.973
KCTD13	ZSWIM8	9606.ENSP00000455785	9606.ENSP00000381693	0	0	0	0	0.072	0	0.900	0	0.903
KMT2D	PRKAB1	9606.ENSP00000301067	9606.ENSP00000441369	0	0	0	0	0.049	0.941	0	0	0.941
LEO1	NELFCD	9606.ENSP00000299601	9606.ENSP00000473290	0	0	0	0	0.082	0	0.900	0	0.904
LEO1	POLR2G	9606.ENSP00000299601	9606.ENSP00000301788	0	0	0	0	0.067	0.925	0	0.184	0.938
LSM2	MFAP1	9606.ENSP00000364813	9606.ENSP00000267812	0	0	0	0	0.098	0.800	0.900	0.519	0.990
LSM2	PRPF3	9606.ENSP00000364813	9606.ENSP00000315379	0	0	0	0	0.067	0.997	0.900	0.401	0.999
LSM2	SF3A3	9606.ENSP00000364813	9606.ENSP00000362110	0	0	0	0	0.187	0.898	0.900	0.517	0.995
LSM2	SNRPB	9606.ENSP00000364813	9606.ENSP00000412566	0	0	0	0	0.208	0.974	0.900	0.557	0.999
MAP2K7	MAP3K8	9606.ENSP00000381070	9606.ENSP00000263056	0	0	0	0.574	0	0	0.900	0.151	0.911
MAP2K7	MAPK8	9606.ENSP00000381070	9606.ENSP00000378974	0	0	0	0.573	0.073	0.920	0.900	0.607	0.996
MAPK8	NFATC1	9606.ENSP00000378974	9606.ENSP00000389377	0	0	0	0	0	0.234	0.900	0.419	0.951
MCCC2	NELFCD	9606.ENSP00000343657	9606.ENSP00000473290	0.102	0	0	0	0.581	0.580	0.449	0.239	0.921
MED13L	MED16	9606.ENSP00000281928	9606.ENSP00000325612	0	0	0	0	0	0.707	0.800	0.245	0.951
MED13L	MED29	9606.ENSP00000281928	9606.ENSP00000481733	0	0	0	0	0	0.814	0.800	0.474	0.978
MED16	PPARGC1B	9606.ENSP00000325612	9606.ENSP00000312649	0	0	0	0	0	0	0.900	0	0.900
MED16	MED29	9606.ENSP00000325612	9606.ENSP00000481733	0	0	0	0	0.048	0.988	0.900	0.931	0.999
MED29	PPARGC1B	9606.ENSP00000481733	9606.ENSP00000312649	0	0	0	0	0	0	0.900	0	0.900
MFAP1	SNRPB	9606.ENSP00000267812	9606.ENSP00000412566	0	0	0	0	0.246	0.910	0.900	0.212	0.993
MFAP1	PRPF3	9606.ENSP00000267812	9606.ENSP00000315379	0	0	0	0	0.083	0.941	0.900	0.245	0.995
MFAP1	SF3A3	9606.ENSP00000267812	9606.ENSP00000362110	0	0	0	0	0.349	0.990	0.900	0.254	0.999
MRAS	RALBP1	9606.ENSP00000289104	9606.ENSP00000372924	0	0	0	0	0	0.130	0.900	0.115	0.916
MRPL11	RPS9	9606.ENSP00000308897	9606.ENSP00000375632	0.082	0	0	0	0.627	0.861	0	0.194	0.956
MRPL11	MRPL45	9606.ENSP00000308897	9606.ENSP00000484903	0	0	0	0	0.171	0.889	0	0.742	0.974
MRPL11	MRPL36	9606.ENSP00000308897	9606.ENSP00000423399	0.094	0	0	0	0.707	0.991	0	0.625	0.998
MRPL36	PDCD11	9606.ENSP00000423399	9606.ENSP00000358812	0.119	0	0	0	0.680	0.863	0	0.353	0.971
MRPL36	RPS9	9606.ENSP00000423399	9606.ENSP00000375632	0.120	0	0	0	0.838	0.941	0	0.349	0.993
MRPL45	MRPS31	9606.ENSP00000484903	9606.ENSP00000315397	0	0	0	0	0.118	0.815	0	0.606	0.930
MSN	SLC9A1	9606.ENSP00000353408	9606.ENSP00000263980	0	0	0	0	0.042	0.087	0.900	0.973	0.997
MSN	SPN	9606.ENSP00000353408	9606.ENSP00000498852	0	0	0	0	0.048	0.510	0	0.942	0.970
NDUFA11	NDUFA2	9606.ENSP00000389160	9606.ENSP00000252102	0	0	0	0	0.806	0.998	0.944	0.857	0.999
NDUFA11	UQCRQ	9606.ENSP00000389160	9606.ENSP00000367939	0	0	0	0	0.795	0.852	0	0.909	0.997
NDUFA2	UQCRQ	9606.ENSP00000252102	9606.ENSP00000367939	0	0	0	0	0.957	0.913	0.172	0.509	0.998
NELFCD	POLR2G	9606.ENSP00000473290	9606.ENSP00000301788	0	0	0	0	0.105	0.812	0.500	0	0.908
NFATC1	PPP3R1	9606.ENSP00000389377	9606.ENSP00000234310	0	0	0	0	0	0.944	0.900	0.759	0.998
NFKB2	RELB	9606.ENSP00000358983	9606.ENSP00000221452	0	0	0	0.733	0.821	0.999	0.900	0.987	0.999
NFKB2	REL	9606.ENSP00000358983	9606.ENSP00000295025	0	0	0	0.747	0.145	0.933	0.540	0.986	0.999
NIP7	RPL14	9606.ENSP00000254940	9606.ENSP00000379506	0	0	0	0	0.131	0.879	0	0.135	0.901
NIP7	WDR43	9606.ENSP00000254940	9606.ENSP00000384302	0	0	0	0	0.736	0	0.400	0.538	0.920
NIP7	RRP1	9606.ENSP00000254940	9606.ENSP00000417464	0	0	0	0	0.707	0.514	0.540	0.208	0.941
PARVB	PARVG	9606.ENSP00000384515	9606.ENSP00000391583	0	0	0.087	0.901	0.049	0	0.900	0.128	0.914
PDCD11	WDR43	9606.ENSP00000358812	9606.ENSP00000384302	0	0	0	0	0.609	0.942	0.500	0.391	0.992
PDCD11	RPS9	9606.ENSP00000358812	9606.ENSP00000375632	0.046	0	0	0	0.832	0.885	0.800	0.349	0.997
PDPK1	PKN1	9606.ENSP00000344220	9606.ENSP00000343325	0	0	0	0.671	0.049	0.393	0.900	0.165	0.945
PDPK1	PKN2	9606.ENSP00000344220	9606.ENSP00000359552	0	0	0	0.667	0.060	0.955	0.900	0.279	0.996
PGAM1	TALDO1	9606.ENSP00000359991	9606.ENSP00000321259	0.059	0	0	0	0.157	0.067	0.800	0.567	0.924
PKN1	PKN2	9606.ENSP00000343325	9606.ENSP00000359552	0	0	0.059	0.961	0.044	0.224	0.900	0.075	0.923
PNO1	WDR43	9606.ENSP00000263657	9606.ENSP00000384302	0	0	0	0	0.418	0.946	0	0.253	0.974
PNO1	RPS9	9606.ENSP00000263657	9606.ENSP00000375632	0	0	0	0	0.219	0.930	0.800	0.128	0.989
POLA2	POLG	9606.ENSP00000265465	9606.ENSP00000399851	0	0	0	0	0.067	0	0.900	0.186	0.917
POLR2G	RPRD1A	9606.ENSP00000301788	9606.ENSP00000381984	0	0	0	0	0.055	0.829	0.500	0.151	0.922
PPP2CA	PPP3R1	9606.ENSP00000418447	9606.ENSP00000234310	0	0	0	0	0.068	0.147	0.900	0.214	0.929
PPP2CA	PPP2R5A	9606.ENSP00000418447	9606.ENSP00000261461	0	0	0	0	0.047	0.999	0.900	0.823	0.999
PPP2CA	PPP2R2A	9606.ENSP00000418447	9606.ENSP00000325074	0	0	0	0	0.195	0.998	0.900	0.983	0.999
PPP2R2A	PPP3R1	9606.ENSP00000325074	9606.ENSP00000234310	0	0	0	0	0.054	0.058	0.900	0.163	0.915
PPP2R2A	PPP2R5A	9606.ENSP00000325074	9606.ENSP00000261461	0	0	0	0	0.078	0.187	0.900	0.921	0.993
PPP2R5A	PPP3R1	9606.ENSP00000261461	9606.ENSP00000234310	0	0	0	0	0.130	0	0.900	0.115	0.916
PPP3R1	SLC9A1	9606.ENSP00000234310	9606.ENSP00000263980	0	0	0	0	0.064	0.900	0	0.119	0.911
PRKG2	RGS2	9606.ENSP00000264399	9606.ENSP00000235382	0	0	0	0	0	0	0.900	0.158	0.912
PRMT1	SNRPB	9606.ENSP00000406162	9606.ENSP00000412566	0	0	0	0	0.211	0.067	0.900	0.229	0.935
PRPF3	SNRPB	9606.ENSP00000315379	9606.ENSP00000412566	0	0	0	0	0.067	0.969	0.900	0.283	0.997
PRPF3	SF3A3	9606.ENSP00000315379	9606.ENSP00000362110	0	0	0	0	0.338	0.917	0.900	0.543	0.997
PTMA	PTMS	9606.ENSP00000344547	9606.ENSP00000374113	0	0	0	0	0.056	0.622	0	0.977	0.991
QARS1	RPL38	9606.ENSP00000307567	9606.ENSP00000309830	0	0	0	0	0.662	0.624	0	0.338	0.908
QARS1	VARS1	9606.ENSP00000307567	9606.ENSP00000364815	0.042	0	0	0	0.333	0.223	0	0.841	0.910
RAB7A	TBC1D17	9606.ENSP00000265062	9606.ENSP00000221543	0	0	0	0	0	0.062	0.900	0.338	0.932
RAB7A	RUBCN	9606.ENSP00000265062	9606.ENSP00000296343	0	0	0	0	0.049	0.900	0	0.274	0.924
REL	RELB	9606.ENSP00000295025	9606.ENSP00000221452	0	0	0	0.807	0.107	0.847	0.540	0.985	0.998
RPL14	RPL38	9606.ENSP00000379506	9606.ENSP00000309830	0	0	0	0	0.978	0.995	0	0.579	0.999
RPL14	RPL27A	9606.ENSP00000379506	9606.ENSP00000346015	0.055	0	0	0	0.991	0.994	0	0.744	0.999
RPL14	RPS9	9606.ENSP00000379506	9606.ENSP00000375632	0.095	0	0	0	0.990	0.993	0	0.613	0.999
RPL14	RPL28	9606.ENSP00000379506	9606.ENSP00000452763	0	0	0	0	0.979	0.994	0	0.666	0.999
RPL27A	RPL38	9606.ENSP00000346015	9606.ENSP00000309830	0	0	0	0	0.986	0.993	0	0.632	0.999
RPL27A	RPL28	9606.ENSP00000346015	9606.ENSP00000452763	0	0	0	0	0.979	0.991	0	0.953	0.999
