#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BYSL	RPS9	9606.ENSP00000230340	9606.ENSP00000375632	0	0	0	0	0.264	0.989	0.800	0.198	0.998
BYSL	LTV1	9606.ENSP00000230340	9606.ENSP00000356548	0	0	0	0	0.916	0.997	0.540	0.991	0.999
CAND2	CUL1	9606.ENSP00000387641	9606.ENSP00000326804	0	0	0	0	0.074	0.887	0	0.422	0.934
CARD11	PRKCB	9606.ENSP00000380150	9606.ENSP00000496129	0	0	0	0	0.072	0.317	0.900	0.620	0.972
CCL18	CXCR5	9606.ENSP00000479955	9606.ENSP00000292174	0	0	0	0	0.048	0	0.650	0.728	0.901
CCND3	CDKN2C	9606.ENSP00000362082	9606.ENSP00000262662	0	0	0	0	0.062	0.784	0.900	0.725	0.993
CERS2	GBA	9606.ENSP00000271688	9606.ENSP00000314508	0	0	0	0	0.075	0	0.900	0.374	0.937
CMA1	FYN	9606.ENSP00000250378	9606.ENSP00000346671	0	0	0	0	0.087	0.905	0	0.465	0.949
COQ2	PDSS2	9606.ENSP00000310873	9606.ENSP00000358033	0.099	0	0	0	0.117	0	0.880	0.979	0.997
CRNKL1	YJU2	9606.ENSP00000366557	9606.ENSP00000262962	0	0	0	0	0	0.994	0	0.543	0.997
CRTC2	PPP3CC	9606.ENSP00000357622	9606.ENSP00000380878	0	0	0	0	0.049	0.458	0.900	0.089	0.946
CSNK1D	LTV1	9606.ENSP00000381531	9606.ENSP00000356548	0	0	0	0	0.083	0.802	0.800	0.476	0.978
CTNNB1	TCF3	9606.ENSP00000495360	9606.ENSP00000262965	0	0	0	0	0.052	0.115	0.900	0.559	0.958
CTNNB1	PXN	9606.ENSP00000495360	9606.ENSP00000267257	0	0	0	0	0.057	0.359	0	0.978	0.985
CTNNB1	CUL1	9606.ENSP00000495360	9606.ENSP00000326804	0	0	0	0	0.100	0.510	0.500	0.626	0.906
CTNNB1	TCF7	9606.ENSP00000495360	9606.ENSP00000340347	0	0	0	0	0	0.886	0.900	0.996	0.999
CTNNB1	MEF2C	9606.ENSP00000495360	9606.ENSP00000340874	0	0	0	0	0.055	0	0.500	0.882	0.939
CTNNB1	FYN	9606.ENSP00000495360	9606.ENSP00000346671	0	0	0	0	0.048	0.620	0.900	0.660	0.986
CTNNB1	SIAH1	9606.ENSP00000495360	9606.ENSP00000349156	0	0	0	0	0.074	0.785	0.900	0.643	0.991
CTNNB1	NR5A2	9606.ENSP00000495360	9606.ENSP00000356331	0	0	0	0	0	0.751	0	0.853	0.961
CTNNB1	TLE4	9606.ENSP00000495360	9606.ENSP00000365720	0	0	0	0	0.042	0.070	0.900	0.358	0.935
CUL1	GLI1	9606.ENSP00000326804	9606.ENSP00000228682	0	0	0	0	0	0.138	0.900	0.297	0.934
CUL1	FBXO28	9606.ENSP00000326804	9606.ENSP00000355827	0	0	0	0	0.161	0.781	0	0.714	0.942
CUL1	FBXW8	9606.ENSP00000326804	9606.ENSP00000498999	0	0	0	0	0	0.878	0.400	0.908	0.992
CUL1	FBXL5	9606.ENSP00000326804	9606.ENSP00000344866	0	0	0	0	0.049	0.838	0.800	0.973	0.999
CXCR5	GNAQ	9606.ENSP00000292174	9606.ENSP00000286548	0	0	0	0	0	0.346	0.900	0.133	0.938
DCAF10	DDB2	9606.ENSP00000366953	9606.ENSP00000256996	0	0	0	0	0.049	0.063	0.900	0.263	0.925
DCAF10	DDA1	9606.ENSP00000366953	9606.ENSP00000352928	0	0	0	0	0.049	0.184	0.900	0	0.915
DDA1	DDB2	9606.ENSP00000352928	9606.ENSP00000256996	0	0	0	0	0.055	0.680	0.900	0.180	0.971
DERL1	HM13	9606.ENSP00000259512	9606.ENSP00000381237	0	0	0	0	0.274	0.476	0.720	0.497	0.939
DUSP2	MAPK9	9606.ENSP00000288943	9606.ENSP00000394560	0	0	0	0	0.084	0.189	0.900	0.251	0.936
DUSP8	MAPK9	9606.ENSP00000380530	9606.ENSP00000394560	0	0	0	0	0.075	0.558	0.900	0.322	0.968
EFNA3	FYN	9606.ENSP00000357393	9606.ENSP00000346671	0	0	0	0	0	0.098	0.900	0.252	0.926
EFNA3	EPHB6	9606.ENSP00000357393	9606.ENSP00000481994	0	0	0	0	0.105	0.098	0.500	0.798	0.907
ELK4	MAPK13	9606.ENSP00000350681	9606.ENSP00000211287	0	0	0	0	0.049	0.069	0.900	0.081	0.907
ETF1	RPS27	9606.ENSP00000353741	9606.ENSP00000499044	0	0	0	0	0.163	0.810	0.500	0	0.913
ETF1	RPL23	9606.ENSP00000353741	9606.ENSP00000420311	0	0	0	0	0.241	0.801	0.500	0.091	0.922
ETF1	RPS18	9606.ENSP00000353741	9606.ENSP00000393241	0	0	0	0	0.291	0.800	0.500	0.232	0.938
ETF1	RPS9	9606.ENSP00000353741	9606.ENSP00000375632	0.053	0	0	0	0.446	0.800	0.500	0.091	0.943
FAM83D	HMMR	9606.ENSP00000481465	9606.ENSP00000377492	0	0	0	0	0.440	0.798	0	0.644	0.956
FIS1	TBC1D17	9606.ENSP00000223136	9606.ENSP00000221543	0	0	0	0	0.074	0.190	0.900	0.961	0.996
FMNL1	PFN1	9606.ENSP00000329219	9606.ENSP00000225655	0	0	0	0	0.063	0.329	0.500	0.870	0.953
FOXN3	SIN3A	9606.ENSP00000343288	9606.ENSP00000378402	0	0	0	0	0.055	0.096	0	0.953	0.956
FYN	ZAP70	9606.ENSP00000346671	9606.ENSP00000264972	0	0	0.085	0.723	0.128	0.339	0.900	0.892	0.993
FYN	PXN	9606.ENSP00000346671	9606.ENSP00000267257	0	0	0	0	0.061	0.306	0	0.863	0.903
FYN	PIK3R1	9606.ENSP00000346671	9606.ENSP00000428056	0	0	0	0	0.064	0.713	0.900	0.629	0.988
GGA1	SORL1	9606.ENSP00000371175	9606.ENSP00000260197	0	0	0	0	0.043	0.956	0	0.698	0.986
GGA1	IGF2R	9606.ENSP00000371175	9606.ENSP00000349437	0	0	0	0	0.049	0.903	0	0.946	0.994
GNAQ	KRAS	9606.ENSP00000286548	9606.ENSP00000256078	0	0	0	0	0.062	0	0.900	0.612	0.960
GNAQ	PTGER1	9606.ENSP00000286548	9606.ENSP00000292513	0	0	0	0	0	0.115	0.650	0.906	0.968
GNAQ	GNG2	9606.ENSP00000286548	9606.ENSP00000334448	0	0	0	0	0.121	0.870	0.540	0.525	0.972
GOPC	STX6	9606.ENSP00000357484	9606.ENSP00000258301	0	0	0	0	0.060	0.124	0	0.967	0.970
GOSR2	STX6	9606.ENSP00000461784	9606.ENSP00000258301	0	0	0	0	0.067	0.817	0.720	0.627	0.979
H2AZ2	H2BC21	9606.ENSP00000308405	9606.ENSP00000358151	0	0	0	0	0.061	0.927	0.500	0.717	0.989
H2BC21	H2BC5	9606.ENSP00000358151	9606.ENSP00000289316	0	0	0.048	0.984	0.720	0.812	0.400	0.052	0.966
HMGN2	RPS9	9606.ENSP00000355228	9606.ENSP00000375632	0.082	0	0	0	0.603	0.707	0	0.194	0.902
HMGN2	RPL23	9606.ENSP00000355228	9606.ENSP00000420311	0.106	0	0	0	0.695	0.743	0	0.251	0.940
HMGN2	RPS18	9606.ENSP00000355228	9606.ENSP00000393241	0.105	0	0	0	0.696	0.744	0	0.251	0.940
HMMR	TOP2A	9606.ENSP00000377492	9606.ENSP00000411532	0	0	0	0	0.798	0.046	0	0.534	0.902
HNRNPL	PTBP1	9606.ENSP00000221419	9606.ENSP00000349428	0	0	0	0.666	0.702	0.798	0.400	0.841	0.993
HNRNPL	ILF3	9606.ENSP00000221419	9606.ENSP00000404121	0	0	0	0	0.751	0.426	0	0.972	0.995
HSP90AB1	HSPB1	9606.ENSP00000360609	9606.ENSP00000248553	0	0	0	0	0.351	0	0	0.929	0.952
HSP90AB1	STIP1	9606.ENSP00000360609	9606.ENSP00000351646	0	0	0	0	0.770	0.958	0.720	0.997	0.999
IL15RA	IL2RB	9606.ENSP00000380421	9606.ENSP00000216223	0	0	0	0	0.068	0.893	0.500	0.989	0.999
IL2RB	PRF1	9606.ENSP00000216223	9606.ENSP00000398568	0	0	0	0	0.796	0	0	0.591	0.913
ILF3	NONO	9606.ENSP00000404121	9606.ENSP00000276079	0	0	0	0	0.632	0	0	0.764	0.909
ILF3	PTBP1	9606.ENSP00000404121	9606.ENSP00000349428	0	0	0	0	0.768	0	0	0.592	0.901
ING1	SIN3A	9606.ENSP00000364929	9606.ENSP00000378402	0	0	0	0	0.067	0.899	0.540	0.913	0.995
INPP5D	PIK3R1	9606.ENSP00000405338	9606.ENSP00000428056	0	0	0	0	0.049	0.510	0.900	0.346	0.965
IRF2BP1	IRF2BP2	9606.ENSP00000307265	9606.ENSP00000355568	0	0	0.095	0.782	0.049	0.837	0	0.685	0.950
ITGA2B	THBS1	9606.ENSP00000262407	9606.ENSP00000260356	0	0	0	0	0.121	0.054	0.900	0.372	0.940
JUN	MAPK13	9606.ENSP00000360266	9606.ENSP00000211287	0	0	0	0	0	0.090	0.900	0.684	0.968
JUN	MAP2K7	9606.ENSP00000360266	9606.ENSP00000381070	0	0	0	0	0	0.354	0	0.875	0.915
JUN	MAPK9	9606.ENSP00000360266	9606.ENSP00000394560	0	0	0	0	0	0.964	0.900	0.988	0.999
KDELR1	SURF4	9606.ENSP00000329471	9606.ENSP00000361057	0	0	0	0	0.170	0.466	0.400	0.682	0.904
KDM1A	PAXX	9606.ENSP00000383042	9606.ENSP00000360682	0	0	0	0	0.049	0	0.900	0	0.900
KDM1A	SIN3A	9606.ENSP00000383042	9606.ENSP00000378402	0	0	0	0	0.092	0.292	0	0.926	0.948
KMT2E	NCR2	9606.ENSP00000312379	9606.ENSP00000362181	0	0	0	0	0	0.292	0	0.979	0.984
KRAS	PRKCB	9606.ENSP00000256078	9606.ENSP00000496129	0	0	0	0	0.062	0	0.900	0.251	0.923
KRAS	MAPK9	9606.ENSP00000256078	9606.ENSP00000394560	0	0	0	0	0.103	0.145	0.900	0.262	0.935
KRAS	PIK3R1	9606.ENSP00000256078	9606.ENSP00000428056	0	0	0	0	0.072	0.102	0.900	0.618	0.963
KRAS	MAP2K2	9606.ENSP00000256078	9606.ENSP00000262948	0	0	0	0	0.047	0.163	0.900	0.624	0.966
KRAS	RALGDS	9606.ENSP00000256078	9606.ENSP00000361120	0	0	0	0	0.055	0.716	0.900	0.980	0.999
LIMS1	PXN	9606.ENSP00000337598	9606.ENSP00000267257	0	0	0	0.696	0.042	0.334	0	0.904	0.933
LTV1	RPS27	9606.ENSP00000356548	9606.ENSP00000499044	0	0	0	0	0.055	0.905	0.500	0.060	0.952
LTV1	RPS18	9606.ENSP00000356548	9606.ENSP00000393241	0	0	0	0	0.061	0.967	0	0.150	0.971
LTV1	RPS9	9606.ENSP00000356548	9606.ENSP00000375632	0	0	0	0	0.189	0.967	0.800	0.075	0.994
MAP2K2	MAPK13	9606.ENSP00000262948	9606.ENSP00000211287	0	0	0.134	0.594	0.080	0.322	0.900	0.180	0.947
MAP2K2	MAPK9	9606.ENSP00000262948	9606.ENSP00000394560	0	0	0	0.591	0.049	0	0.900	0.266	0.924
MAP2K7	MAPK13	9606.ENSP00000381070	9606.ENSP00000211287	0	0	0.119	0.597	0.081	0	0.900	0.177	0.924
MAP2K7	MAPK9	9606.ENSP00000381070	9606.ENSP00000394560	0	0	0	0.572	0.073	0.604	0.900	0.440	0.976
MAPK13	ZAP70	9606.ENSP00000211287	9606.ENSP00000264972	0	0	0	0.571	0.056	0.110	0.900	0.158	0.919
MAPK13	MAPK9	9606.ENSP00000211287	9606.ENSP00000394560	0	0	0.067	0.923	0.070	0	0.900	0.401	0.941
MAPK9	PCYT1A	9606.ENSP00000394560	9606.ENSP00000292823	0	0	0	0	0.054	0	0.900	0.102	0.907
MAPK9	RALGDS	9606.ENSP00000394560	9606.ENSP00000361120	0	0	0	0	0	0	0.900	0.077	0.903
MED15	MED18	9606.ENSP00000263205	9606.ENSP00000362948	0	0	0	0	0.110	0.998	0.800	0.884	0.999
MLLT1	NELFB	9606.ENSP00000252674	9606.ENSP00000339495	0	0	0	0	0.300	0	0.900	0.112	0.932
MMP9	THBS1	9606.ENSP00000361405	9606.ENSP00000260356	0	0	0	0	0.074	0.298	0.900	0.963	0.997
MYH9	MYL9	9606.ENSP00000216181	9606.ENSP00000279022	0	0	0	0	0.160	0.766	0.900	0.549	0.990
NCOR2	SIN3A	9606.ENSP00000384018	9606.ENSP00000378402	0	0	0	0	0.095	0.712	0.800	0.989	0.999
NCR2	NCR3	9606.ENSP00000362181	9606.ENSP00000342156	0	0	0	0	0.061	0	0	0.995	0.995
NCR3	PRF1	9606.ENSP00000342156	9606.ENSP00000398568	0	0	0	0	0.400	0.100	0	0.876	0.927
NOMO3	XYLT1	9606.ENSP00000382274	9606.ENSP00000261381	0	0	0	0	0	0	0	0.918	0.918
P2RX6	P2RX7	9606.ENSP00000416193	9606.ENSP00000330696	0	0	0.105	0.816	0	0	0.900	0.478	0.949
PGD	PGLS	9606.ENSP00000270776	9606.ENSP00000252603	0.095	0	0	0	0.146	0	0.955	0.794	0.992
PIK3R1	ZAP70	9606.ENSP00000428056	9606.ENSP00000264972	0	0	0	0	0.056	0.330	0.900	0.293	0.949
PIK3R1	PIP4K2A	9606.ENSP00000428056	9606.ENSP00000365757	0	0	0	0	0.057	0	0.906	0.177	0.921
PPP3CC	SSH1	9606.ENSP00000380878	9606.ENSP00000315713	0	0	0	0	0.042	0.138	0.900	0.102	0.915
PRF1	SRGN	9606.ENSP00000398568	9606.ENSP00000242465	0	0	0	0	0.121	0.292	0	0.935	0.956
PSMB1	UBQLN4	9606.ENSP00000262193	9606.ENSP00000357292	0	0	0	0	0.101	0.994	0	0.067	0.995
PTBP1	SNRPA	9606.ENSP00000349428	9606.ENSP00000243563	0	0	0	0	0.432	0.835	0	0.667	0.966
PTGER1	PTGER4	9606.ENSP00000292513	9606.ENSP00000302846	0	0	0	0.700	0.104	0	0	0.976	0.977
RPL23	RPS9	9606.ENSP00000420311	9606.ENSP00000375632	0.120	0	0	0	0.985	0.993	0	0.535	0.999
RPL23	RPL39L	9606.ENSP00000420311	9606.ENSP00000389356	0	0	0	0	0.835	0.841	0	0.251	0.978
RPL23	RPS18	9606.ENSP00000420311	9606.ENSP00000393241	0.231	0	0	0	0.991	0.993	0	0.353	0.999
RPL23	RPS27	9606.ENSP00000420311	9606.ENSP00000499044	0	0	0	0	0.960	0.978	0	0.367	0.999
RPL39L	RPS9	9606.ENSP00000389356	9606.ENSP00000375632	0.078	0	0	0	0.824	0.841	0	0.340	0.980
RPL39L	RPS27	9606.ENSP00000389356	9606.ENSP00000499044	0	0	0	0	0.662	0.749	0	0.407	0.945
RPL39L	RPS18	9606.ENSP00000389356	9606.ENSP00000393241	0.092	0	0	0	0.834	0.841	0	0.205	0.978
RPS18	RPS9	9606.ENSP00000393241	9606.ENSP00000375632	0.120	0	0	0	0.990	0.995	0.900	0.808	0.999
RPS18	RPS27	9606.ENSP00000393241	9606.ENSP00000499044	0	0	0	0	0.961	0.988	0.900	0.480	0.999
RPS27	RPS9	9606.ENSP00000499044	9606.ENSP00000375632	0	0	0	0	0.907	0.981	0.900	0.558	0.999
RUNX1	TBX21	9606.ENSP00000300305	9606.ENSP00000177694	0	0	0	0	0.055	0.091	0.900	0.743	0.974
RUNX1	TCF3	9606.ENSP00000300305	9606.ENSP00000262965	0	0	0	0	0.088	0.292	0.500	0.932	0.975
RUNX1	SIN3A	9606.ENSP00000300305	9606.ENSP00000378402	0	0	0	0	0.049	0.329	0.500	0.868	0.952
SIN3A	TET1	9606.ENSP00000378402	9606.ENSP00000362748	0	0	0	0	0.048	0.301	0.540	0.884	0.959
SRSF5	U2AF1	9606.ENSP00000452123	9606.ENSP00000291552	0	0	0	0	0.201	0.289	0.500	0.819	0.941
STX6	VAMP3	9606.ENSP00000258301	9606.ENSP00000054666	0	0	0	0	0.053	0.876	0.900	0.996	0.999
SUMO2	UBE2I	9606.ENSP00000405965	9606.ENSP00000348056	0	0	0	0	0.131	0.995	0.900	0.983	0.999
TLE2	TLE4	9606.ENSP00000466542	9606.ENSP00000365720	0	0	0.056	0.968	0	0.801	0.500	0.068	0.900
UCK1	UPP1	9606.ENSP00000361285	9606.ENSP00000330032	0	0	0	0	0	0	0.900	0.807	0.979
