#node	identifier	domain_summary_url	annotation	other_names_and_aliases
TRAM2	9606.ENSP00000182527	Translocating chain-associated membrane protein 2; Necessary for collagen type I synthesis. May couple the activity of the ER Ca(2+) pump SERCA2B with the activity of the translocon. This coupling may increase the local Ca(2+) concentration at the site of collagen synthesis, and a high Ca(2+) concentration may be necessary for the function of molecular chaperones involved in collagen folding. Required for proper insertion of the first transmembrane helix N-terminus of TM4SF20 into the ER lumen, may act as a ceramide sensor for regulated alternative translocation (RAT).	https://smart.embl.de/smart/DDvec.cgi?smart=370:Pfam_TRAM1(46|110)+TLC(112|321)+	9697,A0A024RD84,A8K6T6,AAH28121.1,AK291751,AL049611,ALQ33946.1,BAA06540.2,BAF84440.1,BC028121,CCDS34477,CCDS34477.1,CH471081,D31762,EAX04373.1,EAX04375.1,ENSG00000065308,ENSP00000182527,ENSP00000360094,ENST00000182527,ENST00000182527.3,ENST00000371055,HGNC:16855,HPA035092,HPA057925,KIAA0057,KU178488,NM_012288,NM_012288.3,NM_012288.4,NP_036420,NP_036420.1,NX_Q15035,OMIM:608485,OTTHUMG00000014850,Q15035,TRAM2,TRAM2-201,TRAM2_HUMAN,Translocation associated membrane protein 2,UPI00000012BF,XM_011515005,XM_011515005.2,XP_011513307,XP_011513307.1,hsa:9697,translocation associated membrane protein 2,uc003paq.4
TRIM2	9606.ENSP00000339659	Tripartite motif-containing protein 2; UBE2D1-dependent E3 ubiquitin-protein ligase that mediates the ubiquitination of NEFL and of phosphorylated BCL2L11. Plays a neuroprotective function. May play a role in neuronal rapid ischemic tolerance; Belongs to the TRIM/RBCC family.	https://smart.embl.de/smart/DDvec.cgi?smart=771:RING(50|90)+BBOX(140|181)+BBC(188|314)+IG_FLMN(351|451)+Pfam_NHL(513|540)+Pfam_NHL(560|587)+Pfam_NHL(602|629)+Pfam_DUF5128(657|751)+	2.3.2.27,23321,A0A0J9YW70,A0A0J9YX34,A0A0J9YXY2,A0A0J9YY97,AAG53472.1,AAH05016.1,AAH11052.1,AB011089,AC013477,AC114791,AF220018,AL110234,BAA25443.1,BC005016,BC011052,C9J084,C9JVI3,CAB53687.2,CCDS3781,CCDS3781.2,CCDS47147,CCDS47147.1,CH471056,CMT2R,D3DP09,E3 ubiquitin-protein ligase TRIM2,EAX04960.1,EAX04962.1,ENSG00000109654,ENSP00000263986,ENSP00000316627,ENSP00000316967,ENSP00000339659,ENSP00000348370,ENSP00000395724,ENSP00000400375,ENSP00000400879,ENSP00000415812,ENSP00000487750,ENSP00000487836,ENSP00000488229,ENSP00000488602,ENSP00000488751,ENST00000263986,ENST00000327160,ENST00000327176,ENST00000338700,ENST00000338700.9,ENST00000356070,ENST00000433687,ENST00000433687.1,ENST00000437508,ENST00000437508.6,ENST00000440171,ENST00000441616,ENST00000441616.5,ENST00000460908,ENST00000460908.1,ENST00000479711,ENST00000479711.5,ENST00000482578,ENST00000482578.2,ENST00000491446,ENST00000491446.1,ENST00000494872,ENST00000494872.5,ENST00000496978,ENST00000496978.5,ENST00000502281,ENST00000502281.2,ENST00000632856,ENST00000632856.1,HGNC:15974,HPA035853,HPA035854,KIAA0517,NM_001130067,NM_001130067.1,NM_001130067.2,NM_001302694,NM_001302694.1,NM_001351054,NM_001351054.2,NM_001351055,NM_001351055.2,NM_001351056,NM_001351056.2,NM_001351057,NM_001351057.2,NM_015271,NM_015271.4,NM_015271.5,NP_001123539,NP_001123539.1,NP_001289623,NP_001289623.1,NP_001337983,NP_001337983.1,NP_001337984,NP_001337984.1,NP_001337985,NP_001337985.1,NP_001337986,NP_001337986.1,NP_056086,NP_056086.2,NX_Q9C040,O60272,OMIM:614141,OTTHUMG00000155991,Q9BSI9,Q9C040,Q9UFZ1,R-HSA-1280215,R-HSA-168256,R-HSA-877300,R-HSA-913531,RING finger protein 86,RING-type E3 ubiquitin transferase TRIM2,RNF86,TRIM2,TRIM2-201,TRIM2-202,TRIM2-203,TRIM2-204,TRIM2-205,TRIM2-206,TRIM2-207,TRIM2-208,TRIM2-209,TRIM2-210,TRIM2-211,TRIM2-212,TRIM2_HUMAN,Tripartite motif containing 2,Tripartite motif-containing protein 2,Tripartite motif-containing protein 2/3,UPI00001373EF,UPI0000141B1E,UPI00005A60C0,UPI000198C7EE,UPI000198C7EF,UPI00064546B9,UPI00064546C7,UPI000645474D,URS00008C01F4,URS00008C3824,URS0000EA0B7A,XM_006714157,XM_006714157.1,XM_006714158,XM_006714158.1,XM_006714160,XM_006714160.1,XM_006714161,XM_006714161.1,XM_006714162,XM_006714162.1,XM_006714165,XM_006714165.3,XM_011531795,XM_011531795.1,XM_011531796,XM_011531796.3,XM_017007943,XM_017007943.1,XM_017007944,XM_017007944.1,XM_017007945,XM_017007945.1,XM_017007946,XM_017007946.2,XM_017007947,XM_017007947.1,XM_017007948,XM_017007948.1,XM_017007948.2,XM_017007949,XM_017007949.1,XM_017007950,XM_017007950.1,XM_017007951,XM_017007951.1,XM_017007952,XM_017007952.1,XM_017007953,XM_017007953.2,XM_017007955,XM_017007955.1,XP_006714220,XP_006714220.1,XP_006714221,XP_006714221.1,XP_006714223,XP_006714223.1,XP_006714224,XP_006714224.1,XP_006714225,XP_006714225.1,XP_006714228,XP_006714228.1,XP_011530097,XP_011530097.1,XP_011530098,XP_011530098.1,XP_016863432,XP_016863432.1,XP_016863433,XP_016863433.1,XP_016863434,XP_016863434.1,XP_016863435,XP_016863435.1,XP_016863436,XP_016863436.1,XP_016863437,XP_016863437.1,XP_016863438,XP_016863438.1,XP_016863439,XP_016863439.1,XP_016863440,XP_016863440.1,XP_016863441,XP_016863441.1,XP_016863442,XP_016863442.1,XP_016863444,XP_016863444.1,hsa:23321,tripartite motif containing 2,tripartite motif-containing 2,uc003ing.3
TRMT11	9606.ENSP00000333934	tRNA (guanine(10)-N2)-methyltransferase homolog; Catalytic subunit of an S-adenosyl-L-methionine-dependent tRNA methyltransferase complex that mediates the methylation of the guanosine nucleotide at position 10 (m2G10) in tRNAs; Belongs to the class I-like SAM-binding methyltransferase superfamily. TRM11 methyltransferase family.	https://smart.embl.de/smart/DDvec.cgi?smart=463:Pfam_UPF0020(189|326)+	2.1.1.-,2.1.1.214,60487,AAG14959.1,AAH56878.1,AAQ10284.1,AC020559,AF182423,AF532977,AL035689,AL162580,AL391115,BC056878,C6orf75,CCDS35496,CCDS35496.1,CH471051,E1P570,EAW48125.1,EAW48126.1,EC 2.1.1.214,ENSG00000066651,ENSP00000257983,ENSP00000257984,ENSP00000333934,ENSP00000357316,ENSP00000357317,ENSP00000357319,ENSP00000405140,ENSP00000406230,ENSP00000410498,ENSP00000415724,ENSP00000433724,ENSP00000433994,ENSP00000465275,ENSP00000466001,ENSP00000467035,ENSP00000467603,ENSP00000496820,ENST00000257983,ENST00000257984,ENST00000334379,ENST00000368332,ENST00000368332.7,ENST00000368333,ENST00000368335,ENST00000444121,ENST00000444121.5,ENST00000444229,ENST00000444229.1,ENST00000446681,ENST00000446681.1,ENST00000450358,ENST00000453993,ENST00000461129,ENST00000461129.5,ENST00000466316,ENST00000466316.1,ENST00000468097,ENST00000468097.5,ENST00000473273,ENST00000473273.1,ENST00000479748,ENST00000479748.5,ENST00000481529,ENST00000489934,ENST00000489934.1,ENST00000648977,ENST00000648977.1,HGNC:21080,HPA030473,K7EJQ4,K7ENP1,K7EPZ4,MDS024,NM_001031712,NM_001031712.2,NM_001031712.3,NM_001350580,NM_001350580.1,NM_001350581,NM_001350581.1,NM_001350582,NM_001350582.1,NM_001350583,NM_001350583.1,NM_001350584,NM_001350584.1,NM_001350585,NM_001350585.1,NM_001350586,NM_001350586.1,NM_001350587,NM_001350587.1,NM_001350588,NM_001350588.1,NM_001350589,NM_001350589.1,NM_001350590,NM_001350590.1,NM_001350591,NM_001350591.1,NM_001350592,NM_001350592.1,NM_001350593,NM_001350593.1,NM_001350594,NM_001350594.1,NM_001350595,NM_001350595.1,NM_001350596,NM_001350596.1,NM_001350597,NM_001350597.1,NM_021820,NP_001026882,NP_001026882.2,NP_001337509,NP_001337509.1,NP_001337510,NP_001337510.1,NP_001337511,NP_001337511.1,NP_001337512,NP_001337512.1,NP_001337513,NP_001337513.1,NP_001337514,NP_001337514.1,NP_001337515,NP_001337515.1,NP_001337516,NP_001337516.1,NP_001337517,NP_001337517.1,NP_001337518,NP_001337518.1,NP_001337519,NP_001337519.1,NP_001337520,NP_001337520.1,NP_001337521,NP_001337521.1,NP_001337522,NP_001337522.1,NP_001337523,NP_001337523.1,NP_001337524,NP_001337524.1,NP_001337525,NP_001337525.1,NP_001337526,NP_001337526.1,NR_146795,NR_146795.1,NR_146796,NR_146796.1,NR_146797,NR_146797.1,NR_146798,NR_146798.1,NR_146799,NR_146799.1,NR_146800,NR_146800.1,NR_146801,NR_146801.1,NR_146802,NR_146802.1,NX_Q7Z4G4,OTTHUMG00000015515,Q5JY01,Q5JY02,Q5JY11,Q6PGQ5,Q7Z4G4,Q9HC13,R-HSA-6782315,R-HSA-72306,R-HSA-8953854,TRM11,TRM11_HUMAN,TRMT11,TRMT11-1,TRMT11-201,TRMT11-202,TRMT11-203,TRMT11-204,TRMT11-205,TRMT11-206,TRMT11-207,TRMT11-208,TRMT11-209,TRMT11-210,TRMT11-211,TRMT11-212,TRNA (guanine10-N2)-methyltransferase,TRNA methyltransferase 11 homolog,UPI0000070637,UPI000007253E,UPI000014DBD1,UPI00004A39BC,UPI00004A39BD,UPI00028408AC,UPI00028408AD,UPI00028408AE,UPI00028408AF,URS00001B8EA3,URS0000E9626E,URS0000E97729,URS0000EAED07,URS0000EBB757,V9GXZ6,XM_017011168,XM_017011168.1,XM_024446516,XM_024446516.1,XP_016866657,XP_016866657.1,XP_024302284,XP_024302284.1,XR_002956294,XR_002956294.1,chromosome 6 open reading frame 75,dJ187J11.2,hsa:60487,tRNA (guanine(10)-N2)-methyltransferase homolog,tRNA methyltransferase 11 homolog,uc003qam.4
TRNAU1AP	9606.ENSP00000362936	tRNA selenocysteine 1-associated protein 1; Involved in the early steps of selenocysteine biosynthesis and tRNA(Sec) charging to the later steps resulting in the cotranslational incorporation of selenocysteine into selenoproteins. Stabilizes the SECISBP2, EEFSEC and tRNA(Sec) complex. May be involved in the methylation of tRNA(Sec). Enhances efficiency of selenoproteins synthesis (By similarity); Belongs to the RRM TRSPAP family.	https://smart.embl.de/smart/DDvec.cgi?smart=287:RRM(4|78)+RRM(97|171)+	2DHG,2DIV,54952,AAH00680.1,AAH39879.1,AK000510,AL513497,BAA91217.1,BC000680,BC039879,CCDS324,CCDS324.1,CH471059,EAX07689.1,ENSG00000180098,ENSP00000319300,ENSP00000319588,ENSP00000362936,ENST00000314613,ENST00000314627,ENST00000373830,ENST00000373830.4,ENST00000411406,ENST00000411406.3,ENST00000464093,ENST00000464093.1,ENST00000464880,ENST00000464880.5,ENST00000480930,ENST00000480930.5,ENST00000484775,ENST00000484775.1,ENST00000491577,ENST00000491577.5,ENST00000495215,ENST00000495215.5,ENST00000495995,ENST00000495995.5,ENST00000497790,ENST00000497790.5,FLJ20503,HGNC:30813,HPA032068,HPA032069,NM_017846,NM_017846.4,NM_017846.5,NP_060316,NP_060316.1,NR_003109,NR_003109.1,NX_Q9NX07,OTTHUMG00000003653,PRO1902,Q86SU7,Q9NX07,SECP43,SECp43,TRNA selenocysteine 1 associated protein 1,TRNAU1AP,TRNAU1AP-201,TRNAU1AP-202,TRNAU1AP-203,TRNAU1AP-204,TRNAU1AP-205,TRNAU1AP-206,TRNAU1AP-207,TRNAU1AP-208,TRNAU1AP-209,TRNAU1AP-210,TRSPAP1,TSAP1_HUMAN,UPI00000437E6,URS0000EA7DE6,URS0000EB4E64,URS0000EBED13,XM_017001542.1,XP_016857031.1,hsa:54952,tRNA selenocysteine 1 associated protein 1,tRNA selenocysteine 1-associated protein 1,tRNA selenocysteine associated protein 1,tRNA selenocysteine-associated protein 1,uc001bqi.4
TRPC1	9606.ENSP00000419313	Short transient receptor potential channel 1; Thought to form a receptor-activated non-selective calcium permeant cation channel. Probably is operated by a phosphatidylinositol second messenger system activated by receptor tyrosine kinases or G- protein coupled receptors. Seems to be also activated by intracellular calcium store depletion.	https://smart.embl.de/smart/DDvec.cgi?smart=793:ANK(46|77)+ANK(83|113)+ANK(158|187)+TRP_2(193|255)+TRANS(351|372)+Pfam_Ion_trans(391|657)+	7220,AAA93251.1,AAA93252.1,AAI12339.1,AAI13954.1,BC112338,BC113953,CAA61447.1,CAA98108.1,CAB009387,CCDS3126,CCDS3126.1,CCDS58856,CCDS58856.1,CH471052,EAW78963.1,ENSG00000144935,ENSP00000273481,ENSP00000273482,ENSP00000376696,ENSP00000416353,ENSP00000418708,ENSP00000419313,ENSP00000481537,ENST00000273482,ENST00000273482.10,ENST00000351106,ENST00000392969,ENST00000416210,ENST00000460401,ENST00000460401.1,ENST00000476941,ENST00000476941.5,ENST00000480101,ENST00000480101.1,ENST00000612385,ENST00000612385.1,H7C508,HGNC:12333,HPA021130,HTRP-1,NM_001251845,NM_001251845.1,NM_001251845.2,NM_003304,NM_003304.4,NP_001238774,NP_001238774.1,NP_003295,NP_003295.1,NX_P48995,OMIM:602343,OTTHUMG00000159301,P48995,Q14CE4,R-HSA-1266738,R-HSA-1280218,R-HSA-168256,R-HSA-2672351,R-HSA-3295583,R-HSA-373752,R-HSA-382551,R-HSA-397014,R-HSA-418890,R-HSA-422475,R-HSA-5576891,R-HSA-5578775,R-HSA-983695,R-HSA-983705,R-HSA-983712,Short transient receptor potential channel 1,TRP-1,TRP1,TRPC1,TRPC1-201,TRPC1-202,TRPC1-203,TRPC1-204,TRPC1-205,TRPC1_HUMAN,Transient receptor protein 1,TrpC1,U31110,UPI000002B61B,UPI00001374A4,UPI0001B79663,X89066,XM_005247738,XM_005247738.4,XM_005247739,XM_005247739.2,XM_017007121,XM_017007121.2,XP_005247795,XP_005247795.1,XP_005247796,XP_005247796.1,XP_016862610,XP_016862610.1,XR_241506,XR_241506.4,Z73903,hsa:7220,uc003evb.4
TRPC3	9606.ENSP00000368966	Short transient receptor potential channel 3; Thought to form a receptor-activated non-selective calcium permeant cation channel. Probably is operated by a phosphatidylinositol second messenger system activated by receptor tyrosine kinases or G- protein coupled receptors. Activated by diacylglycerol (DAG) in a membrane-delimited fashion, independently of protein kinase C, and by inositol 1,4,5-triphosphate receptors (ITPR) with bound IP3. May also be activated by internal calcium store depletion.	https://smart.embl.de/smart/DDvec.cgi?smart=921:ANK(111|140)+ANK(146|174)+ANK(232|261)+TRP_2(267|329)+TRANS(425|444)+Pfam_PKD_channel(486|750)+TRANS(780|799)+	5ZBG,6CUD,6D7L,6DJS,7222,A7VJS1,AC079341,AC108930,CCDS3725,CCDS3725.1,CCDS47130,CCDS47130.1,D6R902,D6RC49,E9PCJ9,ENSG00000138741,ENSP00000264811,ENSP00000368966,ENSP00000422214,ENSP00000423866,ENSP00000426899,ENST00000264811,ENST00000264811.9,ENST00000379645,ENST00000379645.7,ENST00000502968,ENST00000502968.1,ENST00000506449,ENST00000506449.1,ENST00000513531,ENST00000513531.1,HGNC:12335,J3QTB0,NM_001130698,NM_001130698.1,NM_001130698.2,NM_001366479,NM_001366479.2,NM_003305,NM_003305.2,NP_001124170,NP_001124170.1,NP_001353408,NP_001353408.1,NP_003296,NP_003296.1,NX_Q13507,O00593,OMIM:602345,OTTHUMG00000133069,Q13507,Q15660,Q52M35,Q5G1L5,R-HSA-109582,R-HSA-114508,R-HSA-1266738,R-HSA-139853,R-HSA-162582,R-HSA-212436,R-HSA-2672351,R-HSA-3295583,R-HSA-372790,R-HSA-373752,R-HSA-382551,R-HSA-388396,R-HSA-416476,R-HSA-418346,R-HSA-418360,R-HSA-418890,R-HSA-422475,R-HSA-73857,R-HSA-74160,R-HSA-76002,R-HSA-8986944,R-HSA-9022699,R-HSA-983712,SCA41,Short transient receptor potential channel 3,TRP-3,TRP3,TRPC3,TRPC3-201,TRPC3-202,TRPC3-203,TRPC3-204,TRPC3-205,TRPC3_HUMAN,Transient receptor protein 3,TrpC3,UPI00001374AD,UPI00004C6F61,UPI0001D3B7D2,UPI0001D3B7D3,UPI0001D3B7D4,XM_011532217,XM_011532217.3,XM_011532218,XM_011532218.3,XM_017008578,XM_017008578.2,XP_011530519,XP_011530519.1,XP_011530520,XP_011530520.1,XP_016864067,XP_016864067.1,Y13758,hTrp-3,hTrp3,hsa:7222,uc003ief.3
TSHZ2	9606.ENSP00000360552	Teashirt homolog 2; Probable transcriptional regulator involved in developmental processes. May act as a transcriptional repressor (Potential). Belongs to the teashirt C2H2-type zinc-finger protein family.	https://smart.embl.de/smart/DDvec.cgi?smart=1034:ZnF_C2H2(215|239)+ZnF_C2H2(275|299)+ZnF_C2H2(380|404)+HOX(840|914)+ZnF_C2H2(926|948)+ZnF_C2H2(994|1017)+	128553,AAF76850.1,AAX10026.1,AF230201,AK091206,AK302570,AL050316,AL109930,AL121902,AL354772,AL354993,AL391097,AY926481,B1H0U8,B7Z7W1,BAC03610.1,BAH13747.1,BX276189,BX640770,C20orf17,CAE45871.1,CCDS33490,CCDS33490.1,CCDS54474,CCDS54474.1,CH471077,EAW75583.1,ENSG00000182463,ENSP00000279004,ENSP00000333114,ENSP00000360552,ENSP00000405548,ENSP00000474159,ENSP00000475114,ENSP00000487408,ENST00000279004,ENST00000329613,ENST00000329613.7,ENST00000371497,ENST00000371497.9,ENST00000450262,ENST00000603338,ENST00000603338.2,ENST00000605656,ENST00000605656.2,ENST00000626626,ENST00000626626.1,HGNC:13010,HPA038123,J3KNQ0,KF456947,KF456955,NM_001193421,NM_001193421.1,NM_173485,NM_173485.5,NM_173485.6,NP_001180350,NP_001180350.1,NP_775756,NP_775756.3,NX_Q9NRE2,OMIM:614118,OTTHUMG00000033058,OVC10-2,Ovarian cancer-related protein 10-2,Q4VXM4,Q6N003,Q8N260,Q9NRE2,S4R3C8,TSH2,TSH2_HUMAN,TSHZ2,TSHZ2-201,TSHZ2-202,TSHZ2-203,TSHZ2-204,TSHZ2-205,Teashirt,Teashirt homolog 2,Teashirt zinc finger homeobox 2,UPI00001285CE,UPI0000206747,UPI0001DD37F9,UPI00038BB0A1,XM_017027640,XM_017027640.1,XM_017027641,XM_017027641.1,XP_016883129,XP_016883129.1,XP_016883130,XP_016883130.1,ZABC2,ZNF218,Zinc finger protein 218,chromosome 20 open reading frame 17,hsa:128553,teashirt family zinc finger 2,teashirt zinc finger homeobox 2,uc002xwo.3,zinc finger protein 218
TSPAN2	9606.ENSP00000358529	Tetraspanin-2; May play a role in signalling in oligodendrocytes in the early stages of their terminal differentiation into myelin-forming glia and may also function in stabilizing the mature sheath; Belongs to the tetraspanin (TM4SF) family.	https://smart.embl.de/smart/DDvec.cgi?smart=221:Pfam_Tetraspannin(11|213)+	10100,AAC69715.1,AAH21675.1,ADF80915.1,AF054839,AL109660,B1AKP1,B1AKP2,BC021675,CCDS76193,CCDS76193.1,CCDS881,CCDS881.1,D6PTH4,ENSG00000134198,ENSP00000285818,ENSP00000358526,ENSP00000358527,ENSP00000358528,ENSP00000358529,ENSP00000415256,ENST00000285818,ENST00000369513,ENST00000369514,ENST00000369515,ENST00000369515.6,ENST00000369516,ENST00000369516.6,ENST00000433172,ENST00000433172.3,ENST00000491992,ENST00000491992.1,FLJ12082,GU971730,HGNC:20659,HPA015640,HPA073306,KF455021,NET3,NM_001308315,NM_001308315.1,NM_001308316,NM_001308316.1,NM_005725,NM_005725.5,NM_005725.6,NP_001295244,NP_001295244.1,NP_001295245,NP_001295245.1,NP_005716,NP_005716.2,NX_O60636,O60636,OMIM:613133,OTTHUMG00000011878,Q5TET2,Q8WU05,TSN2,TSN2_HUMAN,TSPAN-2,TSPAN2,TSPAN2-201,TSPAN2-202,TSPAN2-203,TSPAN2-204,Tetraspan NET-3,Tetraspanin 2,Tetraspanin-2,Tspan-2,UPI0000137765,UPI0000205394,UPI0000470A42,URS00008C35E5,XM_016999996,XM_016999996.1,XP_016855485,XP_016855485.1,hsa:10100,tetraspanin 2,uc001eft.5
TSPAN33	9606.ENSP00000483872	Tetraspanin-33; Plays an important role in normal erythropoiesis (By similarity). It has a role in the differentiation of erythroid progenitors (By similarity). Regulates maturation and trafficking of the transmembrane metalloprotease ADAM10. Negatively regulates ligand-induced Notch activity probably by regulating ADAM10 activity. Mediates docking of ADAM10 to zonula adherens by interacting with ADAM10 and, in a PDZD11-dependent manner, with the zonula adherens protein PLEKHA7.	https://smart.embl.de/smart/DDvec.cgi?smart=283:Pfam_Tetraspannin(22|263)+	340348,AAH44244.1,AAO91940.1,AAQ14314.1,AF276891,AY236849,BC044244,CCDS5810,CCDS5810.1,ENSG00000158457,ENSP00000289407,ENSP00000483872,ENST00000289407,ENST00000486685,ENST00000486685.2,ENST00000496963,ENST00000496963.1,ENST00000498745,ENST00000498745.1,ENST00000614309,ENST00000614309.1,HGNC:28743,HPA020357,MGC50844,NM_178562,NM_178562.4,NM_178562.5,NP_848657,NP_848657.1,NX_Q86UF1,OMIM:610120,OTTHUMG00000158420,PEN,PEN.,Penumbra,Proerythroblast new membrane,Q86UF1,R-HSA-392499,R-HSA-977225,TSN33_HUMAN,TSPAN-33,TSPAN33,TSPAN33-201,TSPAN33-202,TSPAN33-203,TSPAN33-204,Tetraspanin 33,Tetraspanin-33,Tspan-33,UPI000000DA83,URS00001E02F0,XM_006715960,XM_006715960.3,XP_006716023,XP_006716023.1,hPen,hsa:340348,tetraspanin 33,uc033ahb.2
TSPYL4	9606.ENSP00000410943	Testis-specific Y-encoded-like protein 4; TSPY like 4.	https://smart.embl.de/smart/DDvec.cgi?smart=414:Pfam_NAP(247|388)+	23270,AAH09116.2,AB018264,AK302542,AL050331,B4DYQ2,BAA34441.1,BAG63814.1,BC009116,CCDS5106,CCDS5106.1,ENSG00000187189,ENSP00000326802,ENSP00000335028,ENSP00000338307,ENSP00000357600,ENSP00000375052,ENSP00000410943,ENST00000319412,ENST00000335201,ENST00000336786,ENST00000368611,ENST00000390641,ENST00000420283,ENST00000420283.2,HGNC:21559,HPA044863,KIAA0721,NM_021648,NM_021648.4,NM_021648.5,NP_067680,NP_067680.3,NX_Q9UJ04,O94828,OTTHUMG00000015429,Q96GW8,Q9UJ04,TSPY like 4,TSPY-like 4,TSPY-like protein 4,TSPYL4,TSPYL4-201,TSYL4_HUMAN,Testis-specific Y-encoded-like protein 4,UPI00001BBB76,dJ486I3.2,hsa:23270,uc003pwn.4
TTC21B	9606.ENSP00000243344	Tetratricopeptide repeat protein 21B; Component of the IFT complex A (IFT-A), a complex required for retrograde ciliary transport and entry into cilia of G protein- coupled receptors (GPCRs). Essential for retrograde trafficking of IFT- 1, IFT-B and GPCRs. Negatively modulates the SHH signal transduction (By similarity); Belongs to the TTC21 family.	https://smart.embl.de/smart/DDvec.cgi?smart=1316:TPR(108|141)+TPR(178|211)+TPR(324|357)+TPR(492|525)+TPR(526|559)+TPR(563|596)+TPR(722|755)+TPR(756|789)+TPR(790|822)+TPR(831|864)+TPR(884|917)+TPR(952|985)+TPR(1197|1230)+TPR(1266|1299)+	79809,A0A494C0N4,A8MUZ3,AAH35767.1,AAH55424.1,AAH63579.1,AAY14750.1,AB073395,AB082523,AC010127,AC011241,AK021519,AK057268,ATD4,BAB13836.1,BAB71404.1,BAC02701.1,BAE45724.1,BC035767,BC055424,BC063579,CCDS33315,CCDS33315.1,ENSG00000123607,ENSP00000243338,ENSP00000243344,ENSP00000295204,ENSP00000376460,ENSP00000438692,ENSP00000498617,ENST00000243338,ENST00000243344,ENST00000243344.7,ENST00000295204,ENST00000392695,ENST00000392695.6,ENST00000464374,ENST00000464374.5,ENST00000476227,ENST00000476227.1,ENST00000484129,ENST00000484129.1,ENST00000486672,ENST00000486672.5,ENST00000489714,ENST00000489714.5,ENST00000497425,ENST00000497425.1,ENST00000536175,ENST00000652557,FAP60,FLA17,FLJ11457,H9KV93,HGNC:25660,HPA035494,HPA035495,HPA073293,IFT139,IFT139B,Intraflagellar transport 139 homolog,JBTS11,KIAA1992,NM_024753,NM_024753.4,NM_024753.5,NPHP12,NP_079029,NP_079029.3,NR_045375,NR_045375.2,NX_Q7Z4L5,Nbla10696,OMIM:612014,OTTHUMG00000154083,Q3LIE4,Q53T84,Q6P4A1,Q6PIF5,Q7Z4L5,Q8NCN3,Q96MA4,Q9HAK8,R-HSA-162582,R-HSA-1852241,R-HSA-5358351,R-HSA-5610787,R-HSA-5617833,R-HSA-5620924,SRTD4,THM1,TPR repeat protein 21B,TT21B_HUMAN,TTC21B,TTC21B-201,TTC21B-202,TTC21B-203,TTC21B-204,TTC21B-205,TTC21B-206,TTC21B-207,TTC21B-208,TTC21B-209,Tetratricopeptide repeat domain 21B,Tetratricopeptide repeat protein 21B,UPI000020900A,UPI000188172A,UPI001087214A,URS00008B27E3,URS00008BA20A,URS00008BFB02,XM_006712761,XM_006712761.1,XM_011511871,XM_011511871.3,XM_011511872,XM_011511872.2,XM_017004967,XM_017004967.1,XM_017004968,XM_017004968.2,XM_017004969,XM_017004969.1,XP_006712824,XP_006712824.1,XP_011510173,XP_011510173.1,XP_011510174,XP_011510174.1,XP_016860456,XP_016860456.1,XP_016860457,XP_016860457.1,XP_016860458,XP_016860458.1,hsa:79809,tetratricopeptide repeat domain 21B,uc002udk.4
